,Ireland,Lugh,Lauve,Fauda,Light,Son,Ethaun,Fomor,Wave,Land,Victory,Fool,Tuatha,Fire,Saor,Spear,Mananaun,Midyir,Conary,Ah-ro-he,Water,Brigit,Ingcel,King,Cow,Brian,Gobhaun,Destiny,Strength,Come,Balor,Wind,Road,Wonder-tales,Champion,Heart,Fer,Cian,Aodh,Battle,Harp,Pooka,Eyes,Fionnuala,Mor,Fomorians,Ogma,Plenty,Bruiden,Hands,Man,Father,Evil,Eye,Earth,Dagda,Thou,Boat,Danaan,Heaven,Cauldron,Angus,Day,Ochone,Turann,Hills,Sons,Lir,Teigue,Eochy,Derga,Lomna,Swans,Stone,Time,Sword,Country,Night,House,Milesians,Sea,Amergin,Horses,One,Nuada,Lough,Great,Children,Urcar,Mantle,Faery,Rogain,Cecht,Strike,Ildana,Mac,People,World,Danaans,Flame
Brian,0.3799861169815589,0.4837205200550683,0.31646244503436183,0.31650625342694655,0.49073243984272835,0.45120980088050366,0.45298402899327045,0.6033090009267222,0.49443772961249977,0.578446754064933,0.4786337694543481,0.7370176105951065,0.6615404618172015,0.4551727184489428,0.613756972966765,0.3399769731826258,0.38193493996065203,0.5367263376498498,0.2915231203741637,0.17543980876394988,0.6148448811580329,0.26527672791041795,0.5841543648075079,0.5333610594736894,0.4957402725044961,1.0,0.5923130436335904,0.6045636704074013,0.5045131114073946,0.5486543230531636,0.4252720853456139,0.5700829097470554,0.5783875084002849,0.546255147322047,0.6184014123554784,0.5684501389287062,0.4867413884178796,0.5902208307989827,0.2784979639160783,0.5565796511711115,0.5437490532065029,0.49971066554780436,0.5855431376135521,0.4371337154875903,0.5963718777927675,0.5954974761040551,0.6778385794286615,0.3798115492235349,0.7013715608084423,0.6607158847440595,0.5650312726650357,0.5785441265469432,0.34102309967267697,0.39519640434017045,0.5566086815507152,0.5687571643070067,0.2728462990112828,0.5395272001847146,0.5774169733881662,0.2890346401226993,0.46289001172929345,0.6258396913017261,0.4430037325033802,0.16920677350195318,0.2576863839923794,0.3295154627629171,0.6367020934636686,0.24936567190155903,0.2454994160626024,0.39675028154398007,0.6637406028667873,0.5085513394616457,0.39548147776121967,0.603894388562607,0.5415265079500375,0.3864452098391209,0.5740731050880478,0.6184475245485211,0.5480533578420109,0.6096668205701836,0.6317822195711059,0.35249158155795535,0.5220853530921703,0.5893753517463083,0.4667195637177033,0.10350714921181425,0.4714658821141752,0.27576685721762634,0.34220673079187985,0.41938895337024984,0.41145169138032356,0.33988163606271227,0.6257861837335567,0.27079643189945174,0.20477691883666563,0.6090135642872252,0.6081011182496388,0.5651301919911167,0.582486962469938,0.49319554270866955
Gobhaun,0.2026929557635429,0.3028768060536384,0.2283563271754282,0.22495736159166035,0.33609417864037966,0.2730596801760159,0.33956644699787103,0.36258324645303996,0.29795683673695755,0.316170177779351,0.41265270245157537,0.2773522686825554,0.40589822298092243,0.32055092387443146,0.23629342795438088,0.28952565751969006,0.24184025381327284,0.27344886809598756,0.4112465318570771,0.15072513406523283,0.38751413558008396,0.17787392277322006,0.2731657675404746,0.3230691006952758,0.2869971028865792,0.3602584089055026,1.0,0.38580237444594706,0.38101568133039976,0.41674767206804686,0.21001583178535316,0.31846848391330557,0.31202193116236737,0.32962878593502887,0.3877726367950878,0.37510779030609104,0.3783277824831935,0.3835203131388122,0.22761007164900007,0.3690561699891164,0.3580599329464108,0.3376370052627133,0.32571513315669565,0.34762123466649963,0.35501894812852586,0.3375336028725349,0.38132894511836085,0.23965562913540056,0.331742930355356,0.3865324618855127,0.3178475800348166,0.3130420123143611,0.2608771264569256,0.2839078452630233,0.3818941341090543,0.3337997671473844,0.2263787497757064,0.32591530759817433,0.40699179945162345,0.22353735513820272,0.37951895798997975,0.3092327697311811,0.3539627146244945,0.29869253324964273,0.3920786455276021,0.28602356399815326,0.3899339731184394,0.20051858817124216,0.21486188374416437,0.3233812887275576,0.18019913026862214,0.24118392335345581,0.2685883447406773,0.4230855643253473,0.3179792542768787,0.34518006892655656,0.31458783090907017,0.3145472303323398,0.32937991239700326,0.39510450575675754,0.3823553941612429,0.24808921050316587,0.3431159517447277,0.37005754849715333,0.3706749301974579,0.0801380101389453,0.33934390997568087,0.21377641225250307,0.2573619909857608,0.31762289315354714,0.3288613851512436,0.2872457868748468,0.39706765584946985,0.2058225300385823,0.16345833767208745,0.38894273678962676,0.3983539237692894,0.3282278027569776,0.37209324758135054,0.32086413276553544
Destiny,0.40026811528732487,0.4382275624890562,0.4557753076864785,0.41042942696281604,0.5652484667934913,0.4556042493666302,0.48311932955876774,0.5795943905780682,0.5167441508218393,0.6214717526816848,0.5594870700088604,0.7536707130211235,0.6345131102759135,0.5233848054301549,0.590893778256643,0.4127121725738796,0.6099037271445136,0.6255705523802143,0.3863126424628573,0.20450780743219957,0.6309825031684981,0.2874647230276102,0.6673783942830928,0.5027968987738708,0.483420581572853,0.6081260006665037,0.5803060528689934,1.0,0.5562904402594508,0.588751522851629,0.3949564592428911,0.5767030511991679,0.5644033332953194,0.5412405167631245,0.6359399280656832,0.5881146742516907,0.527065491699549,0.6691197011625836,0.5306635563084029,0.5637099055894079,0.6414726590526391,0.5174374467397056,0.571332526688146,0.4810324781009253,0.6937765015406331,0.5693279531569111,0.6340231676562226,0.42364638569374524,0.48084352858047597,0.6007205521350383,0.5559153540949905,0.6081168347604174,0.3725794664622804,0.41486603318905696,0.6007608731749459,0.6080267309134877,0.61376821816152,0.5098545160789821,0.6574426045720951,0.3171813989342608,0.5404181720085766,0.48488141046761296,0.4543373941649882,0.185805319947282,0.535376814534886,0.34221368246095835,0.6146749616998974,0.26840862345500693,0.4639952360362363,0.4032388017419481,0.34637777776228845,0.5242085125100996,0.3175629282001927,0.6774169296030148,0.5237382503633546,0.47876525523611846,0.6053892374697164,0.6265284354555661,0.6041348202331513,0.6381981341680609,0.6200091877252562,0.32577870415084764,0.5363301330987572,0.5904363624035596,0.5273831412264591,0.10812164905374971,0.5022966588982952,0.27901194883853236,0.30316476001324655,0.43012409874034896,0.6006086995885498,0.566544241147695,0.6290670723259973,0.4425078991671329,0.42881381889828035,0.6429611834141604,0.5861675665857359,0.6288380444937697,0.6261458760780046,0.4763636372920777
Strength,0.4077447268406925,0.47492497859552063,0.3187432737278539,0.32404133537299507,0.4882349886458368,0.45474366182379794,0.46183658925889015,0.5553939419666265,0.4762968753016606,0.6144767126726943,0.49575845548044273,0.4017955116005266,0.6612459745383161,0.4905131618256638,0.5552155952366161,0.36707821315704364,0.34444776373751657,0.6050735638680149,0.415005594935528,0.23278604148450457,0.5818843216610267,0.2678627857248063,0.6951155328867356,0.509491046336594,0.46337833700254594,0.5051587606726821,0.553634538989148,0.3440957938982557,1.0,0.5402940159322265,0.4082658515862516,0.48689042270344995,0.5419841877133721,0.5504410273115793,0.6020954241574443,0.5397976887669445,0.49593322408822565,0.6184884618128456,0.5140784678550377,0.604457252067377,0.5163612173918425,0.47272402088140253,0.5758445708946176,0.4715298142171121,0.6123628985375716,0.5262014373066208,0.6488195635046871,0.37991306569260835,0.46796929136800586,0.5849712310662488,0.48919776009777344,0.5542571832745022,0.35550986592895945,0.4032454622866206,0.5498753276081785,0.5231382719101179,0.2573251159423278,0.5302931367753592,0.6404886787728189,0.3048282108756249,0.49300114874227235,0.4587779563993547,0.49289550941730137,0.1748011370444661,0.5128503649742285,0.3399239428516665,0.646221105574324,0.44676298837169337,0.24429944551118027,0.4644352507086666,0.3452530076726174,0.5281277160153256,0.3989225665614345,0.6255731068449335,0.5184638603900389,0.4305360841216547,0.5124548090489567,0.5880493908252037,0.5013333481619137,0.6288222336238667,0.5877160543675016,0.308656080489486,0.5072123601297469,0.5617559192418977,0.49168273090210185,0.12541710412390336,0.4953968953335387,0.2708949535457128,0.32500767803408476,0.40181661598019014,0.420021297103161,0.3169720408432965,0.6240199070209694,0.28998622755904235,0.21660551293663904,0.6178819904077434,0.5635754090331787,0.540011307889823,0.550286966728817,0.5101800571879129
Come,0.41554626420223173,0.4452067375358577,0.31956524626193794,0.32039325076882436,0.41585334403469637,0.4180667759436781,0.4667952809797338,0.38763799907140406,0.473528522135336,0.4234289456620402,0.425519768418142,0.35651785493307464,0.4488661241796141,0.3696385872287949,0.42516278844548344,0.3568762978401013,0.3562724850342026,0.40633450701561896,0.373438151456798,0.40435596177549826,0.44293963018885835,0.4326833462943985,0.42540751691939244,0.3588338524050464,0.486256073849566,0.43429217826446326,0.4124803321812971,0.4385240341573573,0.4046483967157473,1.0,0.39661437045965614,0.3545100560505291,0.41559404994065835,0.38374979490642497,0.4247819140268401,0.3842129831971509,0.4886496107923774,0.4182388613079848,0.2962629327532134,0.38652865120220375,0.36863002819276575,0.2746325059203094,0.4041920503692289,0.3889503023222679,0.437930136811665,0.4168813532529507,0.43982476404126725,0.4248482309990025,0.28212153708511484,0.4068081451019242,0.39817566596371934,0.5738448805848126,0.35431550677319773,0.39830664317428516,0.3783671486342571,0.38010580547689254,0.30236698632084436,0.5164887772255655,0.3940815717314467,0.3033097929609377,0.4255920998885266,0.33730099976196243,0.35502835089980656,0.18512793492052715,0.27059935089138115,0.3566567923981254,0.43694032914959063,0.3479669865750044,0.2804181982018996,0.3521713606213123,0.22934318269372464,0.3282866131415558,0.29382970676418885,0.42153676341940033,0.36272031174153174,0.4002791601962542,0.39525233137249255,0.4415493069857227,0.38757357207466697,0.4624631587343468,0.4172941948771422,0.3162077065531985,0.1835010216781418,0.3772201242390516,0.43743802036031587,0.12315492541455697,0.43442917039710427,0.3117354479210118,0.3742436581919094,0.34807601526035137,0.4103547169706497,0.34565968041006406,0.45893170220763285,0.26682838490441885,0.2110673684805483,0.4711649273714119,0.41856980850469944,0.3817909963203208,0.4325343387921205,0.3506169893631735
Balor,0.35233002595089674,0.25067824948546985,0.23744168113115674,0.23316915838620164,0.28976172552037477,0.2072642804458716,0.2816179633247359,0.4029510083899272,0.37574777008663857,0.37420218952694634,0.3305717777710871,0.26119511720679184,0.3296229240196932,0.38196237806164096,0.3713511391941689,0.1870261746064511,0.2386774964410659,0.5126475609944371,0.5096294497179785,0.15337296321062915,0.3525770041347004,0.17330110673138335,0.5578566697417696,0.38426539709953117,0.1842303277934869,0.32015112815009195,0.1484171688180849,0.4628379567941,0.35534431205097533,0.34982203801573325,1.0,0.3495829517592449,0.37563168048159995,0.530142935993004,0.4008980894942748,0.5901744363380245,0.3448800001900293,0.422980833913113,0.3719146516240439,0.38065012597840636,0.39243872363299825,0.383611646954349,0.40311694064909287,0.3218573700627819,0.48567919415534644,0.2003298272402667,0.45056104537948677,0.2372949086599287,0.3520723718747847,0.5233203949041935,0.36350496223707185,0.5063782990244908,0.20349707437320338,0.2184260647643197,0.35694617613845686,0.18624856636105014,0.22139518143424392,0.27541430943907796,0.3392495253764345,0.20818197799486093,0.3491120038425704,0.3889141547382979,0.3140506203490054,0.13893005060842428,0.2981621689718283,0.26835528833483296,0.41234056350877735,0.1860603280688161,0.20203668335041808,0.3020477694778933,0.16597756423230323,0.24199765682424412,0.2455181936109473,0.4739026155449553,0.4650959784238534,0.22819086032322744,0.393462350917192,0.27421046125190424,0.3504468133647949,0.45184992803114227,0.2635065128837508,0.22561617287608635,0.39390441485144323,0.4820495174631212,0.3224479913325464,0.07498724704728371,0.5192555110120072,0.19377423251477663,0.23846852290712456,0.2776329680924247,0.2936358996851556,0.24475389877350584,0.44894872026339366,0.20822853195995789,0.1606840488288232,0.4477696681689534,0.5938080467764857,0.22290332844634983,0.3261730580834911,0.4300838652716969
Wind,0.5713639602950484,0.49497623913458755,0.2940327288354077,0.28896423464976795,0.526555132391035,0.6321100049616679,0.46974817187542367,0.5658176124538801,0.4877555573732081,0.5955956781385903,0.5095783023881915,0.3804700012146299,0.5877360171970231,0.5932007732752823,0.6422517323604001,0.3740458199161113,0.3747266039949487,0.5258023479617918,0.42385044526118426,0.17227898464889088,0.5359668849257664,0.2655132227711165,0.5007042164815995,0.5690119171352757,0.4772399867385727,0.5588757871978108,0.6598733292173169,0.5345581932021968,0.4950175108525034,0.5595745049825189,0.5746904378572532,1.0,0.5758751416540164,0.5532435698944025,0.5177837842748598,0.4902297850604705,0.5222017080836139,0.5133643945237101,0.44650832298542326,0.4801655532085144,0.4867421131256041,0.4471097814394283,0.5005977305425255,0.3699842252139126,0.5160462623142508,0.6032207787889821,0.5632942584783852,0.3992214627723211,0.41467540165701805,0.5699736926318046,0.5605297856710181,0.5487208257728032,0.3828292456680925,0.4035476770220361,0.5570202245187568,0.6172497844558648,0.2625035396509833,0.5519245590224394,0.5578220148381479,0.2703367191797643,0.45407424111817846,0.5806901649964994,0.45101647713829124,0.15979089065286456,0.5346455522600603,0.29866099925518813,0.5703408245639442,0.2299485823283298,0.2403768470515202,0.39418837659368844,0.3324640086024599,0.46236746062410117,0.36369427387372083,0.5743206998631359,0.4915807669929921,0.42001769129525446,0.6220077344647416,0.5502714408002088,0.5704418748242346,0.5264294623632185,0.5397207831525879,0.2947728452383614,0.42827117382795876,0.5126082671472079,0.528094973936077,0.09422249176701196,0.4659730963619846,0.2480804123481281,0.31470724075808876,0.36621884430681767,0.39386470571714094,0.3180084247291909,0.5432382514430173,0.25142264213601284,0.19036545254789425,0.5422583343866482,0.5355435895856177,0.5504837157380835,0.6054962479628586,0.4090450202748805
Road,0.3835430277856739,0.4336353356499213,0.26309843877734485,0.2472264235242307,0.5251094674681064,0.5071069733299621,0.4529462494607145,0.42582557819815003,0.49856227095912387,0.434815334784838,0.5033510049876478,0.31855059257886437,0.6373282865294724,0.40307566619126517,0.45934362420022595,0.42093131617193097,0.3718509035355383,0.5531346469910345,0.4607935046720604,0.17803458307927608,0.4018226749642951,0.2527303542936242,0.35691688453217707,0.41921658681970364,0.4660540302648605,0.6155762417627764,0.4676123186505271,0.6282652002178372,0.4585841320248589,0.40977157211504317,0.4757620338380317,0.5228821970739782,1.0,0.39549938457137507,0.6352851604022431,0.5870101822162636,0.43633450878595886,0.6033437421988259,0.4677584242263589,0.4934616995930033,0.5442504573350765,0.37851040519382945,0.5369928981912298,0.40389860109466114,0.3664736010573732,0.4340293237891938,0.6064693998869707,0.3950032262541649,0.2759435749541732,0.6291563502176732,0.40964250633151816,0.3844907356105904,0.3607604900894686,0.3858498164609865,0.39075242444380226,0.41448658448618003,0.2989709091094264,0.5131141132107956,0.40445709780264527,0.2563951608309469,0.4590911836251788,0.4093323212609257,0.4124731590847642,0.2521574824954602,0.5124390070105531,0.3118350668867882,0.5977970888520427,0.2300177887722656,0.23380288309857902,0.35992464055567175,0.2322750582851633,0.32577973409105043,0.3638460907882323,0.6958504387386506,0.563610492023269,0.43616574770637206,0.4633297545861705,0.6509833539523253,0.4265545164078875,0.637324247061299,0.6544845072683735,0.28357281008820706,0.49559221344699866,0.6127899580606782,0.49436455951314995,0.09698346166387863,0.45432003482317945,0.24427288532417726,0.3025255213931366,0.3474440080513837,0.34784578337640265,0.3156793232395268,0.39571473978487537,0.22466084058314187,0.1748066726859612,0.39872814437785237,0.36457017662647667,0.3981551921747479,0.5642931931055273,0.49644526879847856
Wonder-tales,0.7010071695148409,0.7004476643853187,0.28590149926892017,0.2753769433433586,0.5366915328872512,0.5486646969724618,0.4269698379302409,0.7628288521372442,0.4660879770768637,0.6205210402257673,0.5011786132991078,0.3033680143877724,0.5778469006801673,0.8141930843763084,0.7486632314737809,0.399856420587382,0.36984023786090864,0.6979685899390556,0.7357513996760623,0.17445786732281465,0.6612578261258445,0.2378033096125149,0.6182772218162018,0.814532823758558,0.44352199135584675,0.5780478457774666,0.6606200626306845,0.5724588851810861,0.5777219036534953,0.5395685137945917,0.816093687838893,0.6118179475985531,0.6906609792944304,1.0,0.5471851101231645,0.6064477877709396,0.494003947609078,0.5662097193983457,0.2725670582609935,0.49406849369664274,0.5986934883901822,0.5495122787582041,0.5724824636704111,0.36500520516661944,0.6098066176177139,0.6625963303890575,0.5665125004997934,0.3791223250623701,0.25193576085192226,0.6056109813131512,0.6007816976271431,0.6548103883495939,0.3343535677050938,0.3556682752541557,0.8248085963811046,0.7879260159889722,0.24484433839489392,0.4939815328642231,0.7882587134598601,0.2626138369313109,0.4365718499077547,0.8168822769668475,0.40433936561473816,0.16023835291441227,0.5110504880674487,0.2919344567994639,0.5935094287954917,0.22112643352798095,0.24529831950415648,0.2812640510675031,0.19262591680134264,0.2855322828906883,0.28738518530721674,0.6914106993062689,0.646230882538487,0.4280108232742287,0.679992843240863,0.6206229746902184,0.7410893510156997,0.5934813504348939,0.6762609488613334,0.26732012876579164,0.4694354293189347,0.6339835618243305,0.688080368027219,0.08652294264860931,0.41190335469154477,0.22337573800566476,0.29826721192499517,0.35653566072522147,0.1936303799592556,0.2870574414725647,0.5790685447617825,0.2293576213386243,0.18641412197030618,0.5868171761079625,0.6988021154897485,0.830097477143598,0.6390541789373461,0.5240930920864564
Champion,0.42329197581176237,0.46611446812131313,0.304680812215171,0.3063048852875169,0.4961066517517553,0.513193562416382,0.4910126927412205,0.4675849894581214,0.542314017956555,0.5181654116981254,0.4966062441802212,0.3748790614742903,0.5280768283022039,0.46194677123097777,0.4709359556137368,0.359580092026385,0.37494757480809693,0.5329678293227085,0.44729042216525206,0.1994806841569584,0.5019918745438909,0.30183757810640455,0.49816379082643397,0.46529615135583663,0.5233097580559938,0.525763452923472,0.4840128312904347,0.5366502906356841,0.49673684905620785,0.5321616846677277,0.44453600335730836,0.42290324786262945,0.44218749785554484,0.4471918478821445,1.0,0.5025888395380076,0.5777988752749205,0.6069554878367452,0.4137846712074894,0.5565891147568912,0.5593589459464016,0.40339752853232624,0.5766692725713566,0.4399411357893736,0.5165412413525517,0.46287231268906365,0.5409278206770813,0.34717659971710924,0.3069180610901135,0.5178376178880016,0.48572849158225717,0.4784724851506047,0.3722413147199125,0.4280927468548978,0.46192734095076143,0.47871319511874316,0.3478346265648568,0.5397840816604382,0.4757974551545827,0.29327994809742397,0.4795699473242223,0.48829607968209426,0.4445145978542808,0.19302370317952863,0.5489017860328134,0.3627034082156514,0.5088311978901706,0.2617447826736351,0.29175016585411073,0.40106954512147536,0.25136436568618875,0.3650126443426901,0.3961298790654612,0.49631684828307215,0.5196075890626357,0.43614543391708677,0.44423440087826827,0.48864142118893794,0.4175855425135523,0.5294465495977516,0.6140047219246028,0.42807371667228467,0.5004719744937659,0.5021585338149109,0.4909041599539066,0.10565750201419931,0.5207616031228849,0.2729044512794354,0.33581771050903103,0.40100723652176146,0.439541937374033,0.4141337651666635,0.5550445234452865,0.2702088053958419,0.21980250411722696,0.5685949184108904,0.4714355181533236,0.4400145270238223,0.4629916503087449,0.46768854691183487
Heart,0.451275764546242,0.49286134306924395,0.3094449499425846,0.3094704089258891,0.5321667534247762,0.5199577632562723,0.45653231011613804,0.5204969229560417,0.5741556811167375,0.6417619433067985,0.4912855607392018,0.36702043662983413,0.5810088146367468,0.48991869439119945,0.5465945392653615,0.3649377327622154,0.3828203442413163,0.6008155696578403,0.44381373376635386,0.19666655289037213,0.6202700618128141,0.26693738291698055,0.6607179668426574,0.4966257344943338,0.4795728905170024,0.5686107234587361,0.5648865626935136,0.5533130735368221,0.48309057673976236,0.5714129920905586,0.4391301286136273,0.5469602702963696,0.5694438276739356,0.5988978993420122,0.5802699821456605,1.0,0.524146941333956,0.6476716733261875,0.2904809479695207,0.570976019679284,0.5964429335483615,0.7866846065593122,0.6327872913303146,0.46706015611889656,0.6395738470517623,0.5141635024870351,0.668392658466508,0.4007454402322891,0.44718470215900435,0.6255798489130501,0.47448784427633883,0.6003261307279869,0.3397124813244344,0.3836556185849109,0.5303899932137865,0.5204437835389746,0.3359925406887435,0.5704107090888609,0.5365993160324182,0.31154987655944566,0.4850780930801053,0.48650878602814107,0.4495062511236198,0.19407645864417125,0.5765897289491945,0.35175930269275496,0.6579530726789103,0.2644855149121841,0.2574493708885819,0.4158829988204239,0.36216923715960797,0.35335651213217495,0.413632140220323,0.6564483354135044,0.5608677237089759,0.42818412092322566,0.5716517992885005,0.6147371412016684,0.6035064807076788,0.6488335053087768,0.6746931193487206,0.45246631952289773,0.5140959144340682,0.6219939214435464,0.5064346551209321,0.10939767267115368,0.46851810425072055,0.2867083171046575,0.35210505293921895,0.4231446949383391,0.4119991957195147,0.40601918157762784,0.6959018020298328,0.27184564954848595,0.20713631854685916,0.7003812962635175,0.6069076968956609,0.5878332534706937,0.6000402111705632,0.5326430292897384
Fer,0.4184822699604053,0.3365022104156914,0.25315520730561425,0.24070461015530153,0.44710945542463926,0.28453987324500307,0.38588538113856347,0.5612441489329977,0.3897754035024769,0.506005427279588,0.43685666819188707,0.30276990774930684,0.5856817903873236,0.3178473988126502,0.486854300088565,0.2719544620258139,0.6002207325988718,0.6481272960815492,0.2782137233763299,0.16295058774267096,0.5368554495892237,0.5411587965398936,0.24681553544090626,0.42489767288082014,0.5375505918619807,0.6030358973433954,0.4650095391688171,0.6327041031493215,0.5016407431818556,0.41962687086262457,0.3068913996430148,0.5401179153587693,0.5582820745279389,0.4909684143306796,0.4146054831966397,0.4481180558807444,1.0,0.6394828786163798,0.4573060333192737,0.45861007914617313,0.5525874098483591,0.49525561429192155,0.5467244396950578,0.3967112956198118,0.3853881867467989,0.5157458045594493,0.576261717581667,0.6052470238004748,0.25585026719083076,0.5204223197253433,0.32061552287831796,0.5210751434318585,0.2939585410570678,0.34423422163576106,0.5614537159774091,0.5232171407204969,0.2754907324106854,0.4911676712714925,0.5828348779839455,0.2364184447492333,0.6124789269915831,0.32051967072979565,0.38433544618361387,0.272739741986513,0.44061670118518464,0.3470714032304338,0.5582321595188899,0.39800010768767635,0.25061701050806184,0.35023293157288676,0.22788431643542023,0.2465226006300459,0.34790787733266615,0.6153496316292734,0.552306202229912,0.354455864495703,0.5553789844748505,0.5532014712691085,0.4334340176054243,0.6531842723875921,0.6058398919102553,0.3088705245600314,0.6007380590714905,0.6013589388437607,0.4305555276690036,0.47348358246442307,0.45812859779254067,0.23267761988294333,0.45350908732153444,0.3458940061743641,0.34565366175013057,0.21880567870951068,0.4190120773122966,0.22187841060898558,0.17511080239830287,0.42329497848658687,0.5567716756869778,0.4466903677747866,0.4983915851705163,0.6592707103034087
Cian,0.461965450806805,0.4808199798874599,0.3570530344197098,0.35343518022964043,0.47199101839939883,0.4550339291627482,0.5062473856520453,0.44057870181943326,0.5212945040842036,0.5129122651595581,0.46930667675585813,0.40376432360559894,0.5265490463881316,0.41274442954443424,0.4497428846203727,0.36889587504200505,0.4089654358536186,0.4677298238959355,0.41360961813209035,0.18604014575329975,0.4463196343062005,0.2776668337258648,0.4595772239978438,0.39670636520862584,0.5688216703333132,0.5267260818791252,0.4599172507950828,0.4698855977863546,0.47487609441581374,0.5247922839083802,0.43871173749749987,0.4249452686754653,0.42765595844518417,0.4088672942020623,0.4702511987292395,0.44792528035263707,0.4918127919972984,1.0,0.41187611679610586,0.45373534989944125,0.4312761312830375,0.39513356150387124,0.4770140310814862,0.4354158750075588,0.4660264160526548,0.42721315491939893,0.49145820793551287,0.421211874527134,0.7326628529650078,0.45561596300217555,0.39414535492950786,0.45569066195973706,0.37162801884333874,0.43608963550944413,0.46863991674366046,0.3649698622478884,0.28610705987805835,0.4957153362692381,0.45764943823422355,0.3391790215780913,0.46026755978274253,0.5030337539066647,0.4232430768453744,0.18802704498926262,0.5837895596020907,0.39663874321786774,0.5428989443819646,0.2841778974682452,0.2698861823644988,0.38562194785493553,0.7105711534196882,0.4005800749695997,0.3923606551151708,0.4833077976212515,0.4015940161756105,0.45282990845589394,0.41216952488883746,0.4752698505382533,0.40409155830318316,0.4619201871599503,0.46863116220890005,0.3824376879253096,0.39687652788158295,0.4511436752049361,0.5314113376729471,0.11867891747101332,0.5106318133611184,0.30092795389662974,0.37831371218510274,0.3743145654139094,0.44247653643174584,0.3538561301507645,0.6117543019057294,0.29599086046913164,0.21592179002970757,0.6248004600765462,0.437337395343801,0.40805112589276576,0.45013998067036476,0.3697573234175308
Aodh,0.2656954700329143,0.292175603291278,0.2817612602922078,0.27259580357502944,0.391027150832812,0.359676761628861,0.25361483189250533,0.3859705743007588,0.3894492815700341,0.4192248280134247,0.37879789866472546,0.5918327105390888,0.35429791106782277,0.36383347759738327,0.45455950994624494,0.28418907075837097,0.49658491971561286,0.45501501068888367,0.3388702539753325,0.2161269658396903,0.4842880787563103,0.23254335602683868,0.5719529218876181,0.21615174723485694,0.38522926379302813,0.2840464875349741,0.33792934890791243,0.5341516668581606,0.41469170486267143,0.4297654014666213,0.336445218133376,0.4718784230899425,0.5004097874116248,0.42098529956859787,0.5240482164902555,0.42651381189884785,0.387455377437108,0.5469635070290821,1.0,0.4790946486946802,0.5517856793412126,0.5918433848644917,0.4948041702793616,0.3363130705074717,0.29748603753493186,0.4673862767379956,0.5084236788198099,0.27421277917805137,0.6590699482933897,0.4811513693513761,0.4507633734534012,0.49724579422200793,0.28999016657536125,0.3196475607862601,0.41103521121140085,0.41866376454773696,0.5953644406501349,0.4101945713558459,0.2966083537279248,0.3306137235549962,0.4093261679849205,0.37443577075179274,0.4327216906174931,0.5333180465954188,0.31997385089298475,0.3657526021298553,0.5161338304514198,0.24226550404522393,0.28588582239428423,0.34417765238840464,0.35729751434360796,0.5110206101282884,0.3875605329543245,0.5289824410282841,0.48716805219297343,0.30808000190441254,0.47184661098181707,0.48804924349540313,0.403455958229158,0.427957578251825,0.5002808728951271,0.3487469684234089,0.5064057914208433,0.509028975213611,0.36410685451016683,0.13283830403331254,0.3756052543890284,0.28549596551945416,0.3342533723932222,0.4551099282383655,0.3606118827413766,0.5620060786766681,0.5069861992824328,0.4983325723088901,0.5547070432189111,0.4906307992665125,0.4553376329998776,0.44380655479879233,0.3874937180245604,0.5322250579155574
Battle,0.46450301943233235,0.42330814980574333,0.35020239732750563,0.35265252288751847,0.45031462771530856,0.45479612330290276,0.3114907355850278,0.48026553492317026,0.48994915345089096,0.4498668722258598,0.466930229302607,0.8178594246430627,0.4774373003841089,0.45681201750102995,0.4426486175800508,0.3387936855301951,0.3654609715500934,0.4593052495869565,0.390297447664725,0.2574720711661316,0.43071429226745966,0.2685463221758931,0.4500679894014616,0.41630539006660106,0.3848955252100079,0.4800177755229235,0.44365678376452883,0.4546923909532253,0.49796457317524095,0.4899415118304952,0.40530254716161224,0.3756969726809489,0.39490911459728995,0.4009275403321049,0.45159755978559474,0.41032031497268245,0.443830983673357,0.44988976275745995,0.4281500910652426,1.0,0.42581535733187376,0.3919007670203207,0.4449289991295365,0.449689398278301,0.4452670662514793,0.41163234805134474,0.4740294931756322,0.36814952055932765,0.7368050214898066,0.4289630579555464,0.5153117055689014,0.435778161593945,0.348046908529506,0.4067113681785252,0.45761620102124295,0.40954315543183273,0.2935347169111262,0.4560268363616926,0.4486013965759013,0.3282095539988324,0.4693990129021881,0.458371653120362,0.4082400208524537,0.20364282534620817,0.49979832497522103,0.3785448643140121,0.4919271194963447,0.28987471887646354,0.2767898231932254,0.4006605170103084,0.7081528509861565,0.4155726111981807,0.40851188746222505,0.4491444065800599,0.3962206511235222,0.4206171526163235,0.3853412566549276,0.490719983499133,0.3616589916718744,0.45836811147705636,0.4620844784690475,0.3874469750703976,0.3899167435833305,0.4400634114303702,0.48182573103290566,0.1230279773160388,0.46131761241510294,0.30497750856794265,0.3467850543826586,0.42838735252772925,0.42557375451280205,0.3652522316098283,0.4527033683427344,0.3202993590295861,0.23678046294848673,0.450300279265005,0.4006464870942239,0.3995433893386114,0.4523640554869295,0.38837363183036366
