Id;Semantic
Glaser;2.2868370108875826
Asaland;15.053067718153162
Denmark;8.228861267852789
Regin;13.285997259502153
Men;11.929853586804263
Lake;3.8608156028368796
Svipdag;2.227986190570932
Dwell;1.4298245614035088
Midgard;6.999765654293213
Herteit;3.91961762292067
Krake;16.52475817086075
Bauge;12.149948934437026
Helheim;3.353642969926313
Surt;7.408997702137046
Earth;9.872092273933188
Hjuke;2.73217898440013
Gjalp;4.3352090081549175
Thor;176.62929064445353
Hogne;22.18785915143374
Himinbjorg;2.55577999608534
Heimdal;15.028414449216081
King;53.63084079282036
Day;5.17631774689622
Giantess;4.7421130123690425
Forsete;6.091044119875951
Brok;7.680412371134021
Lay;14.508818956564127
Air;3.6188435660001446
Skjold;4.745462104128405
Skrymer;15.684199770151224
Ask;2.0053734096024405
Head;9.43788341492296
