,Loke,Odin,Son,Name,Hvergelmer,Sigurd,Streams,Har,Hogne,Balder,Njord,Gods,Dwarf,Ragnarok,Frey,Edda,Hrungner,Frigg,Brynhild,Heimdal,King,Grimner,Fjolner,Daughter,Bolverk,Wife,Æger,Vidar,Hnikar,Hel,Giant,Father,Fafner,Asas,Baleyg,Krake,Herteit,Ganglere,Bileyg,Sidhot,Horse,Hall,Hnikud,Brage,Asgard,Thor,Sidskeg,Glapsvid,Geirrod,Gefjun,Fjolsvid,Svipal,Sigfather,Rolf,Mother,Jotunheim,Gold,Alfather,Sweden,Skade,Sad,Gunnar,Forsete,Denmark,Vale,Thride,Gylfe,Fenris-wolf,Earth,Abode,Sons,Man,Idun,Helblinde,Ymer,Valhal,Urd,Thud,Thjasse,Skjold,Sif,Gerd,Death,Brother,Atrid,Night,Men,Farmatyr,Uller,Mimer,Gudrun,Freyja,Gjuke,World,Tyr,Suttung,Frode,Valkyrie,Ygdrasil,Norse
Æger,0.7762800426446744,0.4403241677380641,0.6799030798437935,0.5571902883104483,0.6285457109720184,0.5642587641527255,0.6942717115650113,0.6694014992294749,0.4425959066304035,0.5786806507688029,0.6714228326223544,0.6015660360085731,0.5108967410221175,0.6890415254535016,0.7093465857529977,0.31005290854680956,0.6783720401290322,0.7537099623354069,0.709622207468296,0.7236098209428805,0.6514975997163769,0.6866899008478525,0.5125935751734562,0.7059535503206404,0.5359247647507631,0.742471104757885,1.0,0.5738438262757394,0.36922501614800846,0.5389215744539176,0.6182108456506588,0.6442420926095427,0.2553626327333432,0.607661557110836,0.6162025739442469,0.622262793361813,0.619096619110195,0.6568455672634811,0.5229081562655717,0.5557336128100103,0.6635476770945513,0.6189967550414526,0.5006508200059184,0.717069647515533,0.7165806042232229,0.5374547037906112,0.568580462676638,0.49857645512381144,0.6356700016604889,0.4929077327514431,0.6308187708263328,0.4840418058118246,0.6419728976421047,0.6508611258926615,0.6599744199916884,0.7140477017890312,0.4662698817805269,0.5991015785089915,0.4671038604183007,0.6112753837017989,0.4017541188223811,0.6880873021835845,0.7017649328254125,0.6024871429506866,0.6297345195089318,0.392088746262433,0.42362813762260326,0.7551766614829191,0.6872953859004532,0.4878430534603706,0.4152305948000827,0.7269471025564362,0.6542321529468536,0.38954209682841384,0.6736933968726693,0.7653260038070626,0.5323391886636395,0.5380088566558408,0.6908842280449327,0.6321902155493222,0.7383211410927438,0.6631309108991258,0.7661301730498502,0.5542942612693464,0.5265515732444916,0.7194084356207745,0.680172275967031,0.6539199858868783,0.6713453514070119,0.274895568388571,0.7474203975413618,0.790145551121684,0.7078979554455807,0.37552433114143097,0.6259298680865029,0.3262033131716426,0.2444733908737058,0.7193272677758342,0.590668655777851,0.2790021578507396
Vidar,0.7022579603087895,0.38637427262532237,0.6252558757201158,0.5642832544195319,0.5259318946508796,0.5315740607892201,0.6458952815265298,0.6532592256758403,0.4530534199781568,0.5722202129017251,0.6864473746021518,0.635949251503658,0.4939696370967514,0.7112977316862824,0.5218016319426257,0.3103983968897783,0.5371220311255173,0.6411665485089718,0.6774565172663558,0.708257853051277,0.6418945298215786,0.6791580707826586,0.5400218946268601,0.6661903534561928,0.5328099294522675,0.6540887109057748,0.43751850059772485,1.0,0.3656332333325267,0.6477531420767455,0.6148620822751,0.7007687758645335,0.42832014517548955,0.6213235053521097,0.624493327709497,0.6144108525487786,0.6314546988551837,0.6350321249973112,0.5463523730224485,0.5620478470152316,0.6651614391497376,0.6082067778728649,0.5061728083435032,0.7386851265979593,0.6722849084067252,0.23111572626845467,0.5742118987605604,0.5362373414204009,0.5414157706129602,0.4903152126959678,0.6281761784887973,0.5136784860268468,0.6329586606420474,0.6396982788873289,0.6409078789042383,0.6730880066772853,0.4916355357605716,0.6056223419127611,0.46377129912699894,0.6415667740080858,0.4995628642755514,0.6725636368558274,0.639615347307985,0.6101594356979201,0.6587129087788024,0.3228274553762818,0.43133084144314604,0.647619576220419,0.6331136650090835,0.5074862863948059,0.23366907584393232,0.6201282605051422,0.6118775802159624,0.47547160316122455,0.6652098638671765,0.6411971052423655,0.5194822240330144,0.5371311207175223,0.7159003471743091,0.635723228702692,0.5387593261795257,0.695584778878681,0.6656563193051168,0.5448277066142037,0.5218125047981196,0.6665822120840672,0.6074355210368486,0.5885479294665594,0.721439847371541,0.2797382072298053,0.6448494692777598,0.6744355682439178,0.6849295948142207,0.37763280514933184,0.6477689065027062,0.3220245204223039,0.22468382205821227,0.6202700333199928,0.6423458109282882,0.2833330329552327
Hnikar,0.4557902271257821,0.2401383604673415,0.45609254646783337,0.3643894525144428,0.3523543814142719,0.5146457002536143,0.5613451851153448,0.6303367656897478,0.5037995872164601,0.4523846910479908,0.4847494284764063,0.42103011820554204,0.43178388360143566,0.48047193352999046,0.46231471387207046,0.25361089754010524,0.547946569203453,0.48119627307844764,0.5401931536163563,0.5236899338407613,0.5580498781875112,0.758330931127095,0.7236048110162286,0.5345136598006189,0.38197586955802443,0.4950625078495585,0.4835982855127373,0.5564893723547247,1.0,0.43658846753752384,0.5229573294302341,0.5317153077790914,0.36028239404616275,0.5469011754256181,0.7433607225862411,0.5955477606643974,0.7719252721890423,0.45498402452989356,0.8134646599276871,0.6597316123272141,0.5407504324717041,0.5606918239988046,0.6854185133804328,0.5425945440974418,0.5785886959684344,0.3245942692060411,0.6748528912028715,0.790488225793222,0.5342721358818086,0.6739018050792306,0.7538786135227376,0.8043371405637236,0.7561987447465243,0.5491233147928,0.5737291764056147,0.5456673549261457,0.6516727541190488,0.6936020911865299,0.6392101809102227,0.4422690922099915,0.7823594195738013,0.6245323583372508,0.5919972782431799,0.6626346830208738,0.5781640047335275,0.7210603047091949,0.6602881596221342,0.5349137496871341,0.6472920523036495,0.38926848859573276,0.37236058056024884,0.5637336666577842,0.5479350043420562,0.7800421819208536,0.553168653722839,0.5493743689624926,0.5270386809234411,0.6691705694502781,0.5735135238429575,0.6276038941070357,0.5527086699427669,0.43000658386612844,0.5873928615803596,0.625265999040289,0.7779501351042408,0.545593614814691,0.5979331465878703,0.8289467837061876,0.5691991583566189,0.3018723130639111,0.5387662314407214,0.48369994753873913,0.5921157677071052,0.6408543604768896,0.5853769830246507,0.30552354642832985,0.5593250081221101,0.5806052541935309,0.45085871172065034,0.26379494035462964
Hel,0.5284320663163025,0.346710739955276,0.4648794194839665,0.5104008721803961,0.5156601209334281,0.5118268268095054,0.6019864094851787,0.47185052125122556,0.5127535352399369,0.53974730141194,0.4848114427081349,0.5621360111009014,0.4633799086010385,0.5649245399942602,0.4680968423452437,0.2955765254227689,0.5797534907920305,0.37380435957868974,0.5352190838560376,0.5146614918815057,0.6057106131341391,0.643314021101536,0.5539481289110935,0.6015606190335989,0.5438212762822365,0.487036945687271,0.634562436086315,0.5191852293406342,0.40818557168802483,1.0,0.5534643039939742,0.5251060266561812,0.5162061436586858,0.6057844831160828,0.6386202036281913,0.617151485845788,0.6424944176325937,0.6173226318486859,0.621261495260216,0.5687047625239198,0.5079185741627646,0.5273385925085129,0.5442299321617114,0.6570574026595645,0.5768599597658636,0.4615021805601237,0.5791535041622626,0.6098577421689522,0.5169348830534668,0.48591128375054926,0.648704697664182,0.5560669791338808,0.6474997033476655,0.6454183256167443,0.6170884933493124,0.6386532202566124,0.4645640003163999,0.6042148081274298,0.4689305857386048,0.5567542578299336,0.46193850803259157,0.6427221454344695,0.6380135912811915,0.6256802000339674,0.5667366471404564,0.3637776453968073,0.4654032679322517,0.6289027851602726,0.6088432179974673,0.48426699262380907,0.4071213189156713,0.5949568663893966,0.6556422701414035,0.44428682867498875,0.5181080072333667,0.5337619252599667,0.5491595690101614,0.5717813843374219,0.6629785405466718,0.5889000082631964,0.5133253882052905,0.6086081275473139,0.5250716383164592,0.5333945771818704,0.45090795232295816,0.5728313666530236,0.6233751051498378,0.7030603496618586,0.6151871355894951,0.31275495868839587,0.6226554423521419,0.4916703809128673,0.6061725067342696,0.392283725994256,0.589023257687544,0.3188129733218032,0.21846141692284796,0.5123947289145456,0.5058820249874393,0.2851331334749687
Giant,0.5012680750616607,0.4593411013387903,0.6222393290304545,0.61264857677031,0.4806519458483092,0.5445370922384122,0.4953708091909266,0.6650466159081994,0.46251794616391356,0.5315332659826011,0.6413572362679844,0.5074090880043851,0.5269703581006747,0.5206903392874555,0.5448205090634872,0.3164455064932574,0.6295711323340453,0.6039321529277092,0.677916877094483,0.6614095139580999,0.6601354801265117,0.6869618167759853,0.5168498361584845,0.6925611806374616,0.5245617047974155,0.6648383660928331,0.6639382056536861,0.5494411109452747,0.37108041851419743,0.606855969015743,1.0,0.6541537734764289,0.4149714324491614,0.5087103749589278,0.6079471191908008,0.5926489601843612,0.614085117360029,0.6483293919270741,0.47889715382431686,0.5469813027192926,0.49223701782144597,0.48940859074458304,0.5006491759599192,0.7156833481898237,0.6931405288474471,0.5724427429971907,0.5586140028486265,0.4372485375702246,0.4786229924898914,0.47591858726839625,0.6188269452221388,0.41797923765847156,0.625076126112298,0.6134614312296724,0.4865120971170948,0.6798384426216922,0.46513285952045463,0.5897342474319673,0.4707699114683586,0.5740844165133318,0.407101787595058,0.6740048872123331,0.6633814085635127,0.6023026362104325,0.6069029418801383,0.37804165501752196,0.4076795329783898,0.7440665743815593,0.6937529662250903,0.5042190693763098,0.4249266345961842,0.4794419100534494,0.6329062846564616,0.37781943608574364,0.7420323095714707,0.6222572677726224,0.5223809427945691,0.5205050650463461,0.6501486363717878,0.615014777335868,0.5495188001282116,0.6465542393330107,0.7663463885633185,0.5475701524704532,0.4004507928410519,0.46530124025890446,0.4759479421673177,0.6385248741605496,0.48355852496374824,0.2785092778007076,0.751382007797657,0.6112574388435252,0.7753749207629247,0.37672826159525136,0.6157203130853329,0.3216917647984509,0.222676660486664,0.4754720008079881,0.6329600939076712,0.27029475184890045
Father,0.5480578176763946,0.403339562285626,0.26232522089469973,0.6022097825877308,0.5409405660639852,0.5759504002543747,0.5306552068822298,0.6802749199723029,0.44353860957493146,0.544111727307461,0.73187422270527,0.644100705757087,0.5777968796491882,0.6907031981672319,0.5340200733806572,0.31227010534983674,0.6531621916738835,0.5217325640351032,0.5638400794511466,0.7387373711908386,0.6536879762706571,0.6973346284662185,0.5262716056082984,0.7615532740437504,0.5272308195912399,0.7228557617317996,0.6913671499772339,0.5710027633978259,0.378567715878217,0.6194194576562564,0.5521468070024279,1.0,0.2541005731743801,0.6093572242920409,0.6105081965210337,0.5911057912808383,0.6150189932089737,0.6734655383677157,0.377898963425925,0.5536931327308078,0.6711439682653292,0.6063166028036784,0.5059629587651546,0.7469523564186918,0.7151245745068519,0.5126936049382221,0.5636670643246585,0.36300191480497557,0.6916618846821893,0.48396605547726584,0.618944060993443,0.34788158325220764,0.6311860988620457,0.6112634827061378,0.6435197986608373,0.728440809062011,0.4624599065821306,0.6026658051918817,0.4588296332781054,0.6201826592951412,0.3371649542803748,0.6748184813222011,0.6806382051590356,0.5894668345539559,0.6219296287965601,0.30970440652248865,0.39442905513951887,0.7599778756638955,0.6212542271579845,0.499033852932071,0.24657621897270735,0.6865594097917601,0.6296066956427705,0.31190080686279886,0.71617233794282,0.4972008605505709,0.5010584942875119,0.5108175217520171,0.6741117242361406,0.6242261298417588,0.528939097920455,0.665073396791543,0.713958653610567,0.5492979812544884,0.33257735588107645,0.5059961689560047,0.5997008066412145,0.6208133220749679,0.6781445834074971,0.274381341179026,0.7681511052159451,0.5186509511198955,0.7443459802280317,0.36079089927468727,0.6259559671921803,0.319646416252522,0.23234838337176264,0.6306899512117399,0.6634461299578014,0.27111485904476956
Fafner,0.4739986674948276,0.3215945553393859,0.5161683743303447,0.4257151401035495,0.42511661101000237,0.5174805567303445,0.5508444494516912,0.489971305054344,0.487618585320722,0.4427433771593323,0.5120235598904729,0.461097213774034,0.40588997113273523,0.5635876719837567,0.26264348006344207,0.5098662723512177,0.5518380394336542,0.5030294988045381,0.6203683531108358,0.5445761805956011,0.44771717064447847,0.6606435196411113,0.6616084439273933,0.5498338732006254,0.6703598272816119,0.5148198875602326,0.3657713365741199,0.4660982844110103,0.43466478192032487,0.47041870917490636,0.48207805940590226,0.4175480625884538,1.0,0.46568508091834104,0.6274912115637451,0.5038356868731981,0.6309711595731562,0.4677788201356337,0.41329333144256347,0.5629233668991609,0.4040438556546524,0.5158093558256504,0.6092347731243973,0.4928304232255173,0.6006188809853257,0.4178519125976958,0.5727993586244211,0.37980192506099436,0.4596949109749507,0.534064210858381,0.6390070383935039,0.4081733176979648,0.6403691249688804,0.4898429267631087,0.41567563144751046,0.5528826219450466,0.4394039172746562,0.5849435901773722,0.4207976853472712,0.4902599098253508,0.33031552143062987,0.5517995790291111,0.6075194344913522,0.5569506123727691,0.5089310008344131,0.3248345025565572,0.40142364205571923,0.5288084036547166,0.5797714025832154,0.43657694437741135,0.22085414873841402,0.5570352161857473,0.6129738510640365,0.30616702515657357,0.5446108835507216,0.3711895945258276,0.5228794617320364,0.5966499749921769,0.5360053565199614,0.5407871883582176,0.4568491254556431,0.5436466203919668,0.5823438805814856,0.5438534419386649,0.5401140536049598,0.5152931087795743,0.6021135934102864,0.6638990649984048,0.5608797925523167,0.5970174414016844,0.5738259708431855,0.505454201186014,0.5751835104326758,0.3458163625224572,0.5071303043159248,0.6153017563885381,0.44217763871879606,0.512107523599708,0.4001842387776248,0.2738110319162024
Asas,0.7075025102320299,0.41474326429874836,0.6407023206355698,0.5491357033794808,0.5350072446892868,0.55095988183661,0.5457819026305296,0.6091437577564738,0.4871535055488099,0.46825304604268553,0.731830994435425,0.6544741540024134,0.5375786039420722,0.6942957148295509,0.6932409389332597,0.3262173801562549,0.6540779464008619,0.6965587507744555,0.6683175454760657,0.727434194872273,0.6651760428267603,0.6911946498036361,0.5394707094043881,0.7056047252966786,0.5366808598731782,0.691234332001159,0.6816649090615428,0.578086682825618,0.3969430845579932,0.5935130601236271,0.5581813754904884,0.6929396398276221,0.2640462261672599,1.0,0.6275580294203386,0.5884444099669658,0.6306781144647323,0.6639931522901568,0.5378248406098212,0.5652413207208442,0.5639746237395606,0.5619634677802482,0.5271099045414935,0.73614519964265,0.621636430777852,0.25683496932256883,0.5762156187145756,0.5061961743477774,0.6710818689137958,0.5070760837736781,0.6418263103872165,0.48968935991832346,0.6478920817790839,0.6056409034144395,0.5421252268659027,0.7362780626647949,0.4652739819717889,0.605599139338357,0.48273246314081086,0.6400934637987811,0.448721492520489,0.6745563621661902,0.6806079890508349,0.6027151200124875,0.6337463205491646,0.3811568168064399,0.42966474292624945,0.7937982313745902,0.6835128628918906,0.49074002899689045,0.41568971062383325,0.6968504437460066,0.6718592110531009,0.433872175213723,0.7007712048366985,0.7127452171644301,0.5443718990013934,0.5454710437395995,0.7203898482409825,0.6064580503434067,0.5608847307325521,0.7063382769363677,0.7039212204217884,0.5395105240748698,0.48726802313030537,0.7321480661062354,0.7000731364732521,0.6447657296810803,0.7162243280326469,0.28418046437599015,0.7813455700887886,0.6877668104592055,0.6986468349490534,0.39818319762643534,0.6193765353693341,0.3164757429934104,0.230372959407919,0.5372700798809411,0.6440593678751941,0.27618794103432537
Baleyg,0.49321398473153155,0.33357947688376893,0.40499037466366333,0.4331589576584476,0.49069653676059916,0.46239616511906706,0.6669586844407857,0.6778915988611788,0.4979828103153572,0.35738354817141016,0.4083503600386239,0.5368943962139544,0.41906188136392863,0.6375511819489517,0.4565768738456423,0.3372732016254753,0.4608131168903471,0.5953619298620516,0.5095293080770245,0.6271185276771795,0.5238135778795335,0.8966605558262672,0.8071693861654085,0.6160435346510867,0.954541104384991,0.5661157383471475,0.4523656582793638,0.5550289525503208,0.8215432714312481,0.6358650092783596,0.48515242957290544,0.6136233723325524,0.5739577083114118,0.5772647840888163,1.0,0.5915346395100332,0.9328180095652929,0.5782718063826434,0.7817997995093222,0.8340269238330159,0.652022596895551,0.6548802573657883,0.8160483596420779,0.5821702195875577,0.5501459454766026,0.37782680128304824,0.8510321784374995,0.7407537409043745,0.5746639919801415,0.582270973108496,0.8958026849230339,0.7441276317138029,0.9243138271235688,0.5789950785871922,0.4739180018983254,0.6416081890736492,0.5345775859049526,0.8687548517225823,0.538763946126315,0.5657065532699745,0.6906491689989075,0.5907096468462474,0.7446655369189689,0.7135895729423406,0.5970980218245842,0.6154855713783606,0.5273950781805808,0.702228980316614,0.7614009858155244,0.5183918053430269,0.2693256470139699,0.6191205151834128,0.6584132778069979,0.6638986369595724,0.6872217477082189,0.7043222126469143,0.6520006737997445,0.7214531561988964,0.629638218766403,0.654763893150744,0.5288083734871649,0.6398630964497383,0.7194962756419477,0.611063027518463,0.7307991022469623,0.5906126578262746,0.7746729938911002,0.8860931600195681,0.643948647521171,0.3560544011507311,0.5060080504687031,0.51624227980236,0.5602961188964217,0.44683090692906835,0.6021602553210024,0.3636692167334619,0.22465808332589066,0.631037165697836,0.39444583900979974,0.33649175659259944
Krake,0.27680663004659833,0.43789174670010556,0.44057495200433705,0.4506799541859056,0.43078790450463933,0.42047027922182373,0.5883772417261511,0.5797424077375073,0.482733173518588,0.35070444455085426,0.40393889358445373,0.5275863240800837,0.43172176304026294,0.5644859696184608,0.3122605785838747,0.3065670174477405,0.5700487500723663,0.40491759653665765,0.5479311684388481,0.5686213864809535,0.49792808227984386,0.6087258120805493,0.5712648776360673,0.5547594211932266,0.5648671193516864,0.4008575729046508,0.5816616269671684,0.5120871898486115,0.42035306003642675,0.6107441527592508,0.5551486596810495,0.5594018606535344,0.4772541593122387,0.5707414843130497,0.6522143783843014,1.0,0.6566985946377556,0.600717928203125,0.6210886324882723,0.5835757540329809,0.6170005139620739,0.6228728594432927,0.5738056480448941,0.562615943067438,0.5177844171337197,0.3913107208791113,0.5953620026646138,0.6057196595653072,0.5486307885448228,0.5142416632011548,0.6665496488980476,0.5967371034477515,0.6650732454902367,0.3709429255335428,0.5878554592339782,0.41647224084930323,0.48515025010670143,0.6144068051084599,0.46793156261115987,0.5181798512072731,0.4485434556683139,0.6232259995332897,0.6247226017231408,0.6011525659016037,0.5728548957983198,0.4399551188820287,0.4425478756500969,0.4404793744593599,0.642145436167829,0.465810658760495,0.4325658509386019,0.5875349857949054,0.6169279210627917,0.43233158319891224,0.6150045766913762,0.4434235717291841,0.5660996914991488,0.5875134265427723,0.6045839649691389,0.6121423465757713,0.42146429536800206,0.5666482378837433,0.6152121323673322,0.47505095149895277,0.45810136042787375,0.5372345593682845,0.5891796956656243,0.718056221316762,0.593970013308977,0.31552084986841145,0.5724398907900418,0.3982778804841485,0.6185942794233986,0.3852876269478649,0.5705010889515731,0.32992212990214553,0.22006203432401933,0.6005324766221272,0.37651581662733286,0.2864528735441573
Herteit,0.4865527240163858,0.32985313984423953,0.4010057866991306,0.44114121042887844,0.4976947378379971,0.46185705045547915,0.671502109422357,0.7820659206550391,0.49926189491290374,0.35692725060424646,0.4077832966901219,0.5399380821747187,0.4098521967249117,0.6369250007648708,0.46232560174478193,0.3379600331366021,0.4729717171870657,0.5990167217634671,0.5084633994543502,0.6081894016036631,0.5234502557155446,0.8579453476496519,0.7881758153478378,0.6148957006632169,0.9605974945535228,0.5653805360342586,0.4516264321437909,0.5539039127764483,0.6018469365720125,0.6354967419938289,0.4832377062142425,0.6126000863665992,0.5767638685336446,0.5804897241842063,0.9279805883975001,0.5909697758433431,1.0,0.5855778054619823,0.8008550893429713,0.8107541076736184,0.6563193548920534,0.6587866037968108,0.8508700348901603,0.5808448302467513,0.5505092305467467,0.3898494433512411,0.8273101872652664,0.764687416487722,0.5642621527690953,0.5914653630248442,0.9159095748127579,0.7659009237232263,0.9306184959940029,0.5785205887830486,0.47734982364031786,0.6450284161441338,0.5376048134177106,0.8691219770188768,0.5386509299931654,0.5645960854058083,0.7240893197608989,0.599109344383341,0.7435662401582814,0.7247332182393138,0.5959504065037635,0.5749043736363877,0.527026667715103,0.7010305808592121,0.7609567160005197,0.5218214093001871,0.26910456680103867,0.6190112520566329,0.6596273408738905,0.685636517805163,0.6879843632977294,0.6785651798083641,0.6593744140563848,0.7414628312761326,0.6284287316375424,0.6538277208103372,0.5281504638009926,0.6393341934800403,0.7187157672497263,0.6106309777270723,0.7252928094555724,0.5897038595920998,0.778284101451995,0.8891239705590381,0.6428889956470418,0.35713700077041133,0.504933032655366,0.5112918544640335,0.5596423585170766,0.4497332165573008,0.6008854249840967,0.37522293967774395,0.22441736364414783,0.6352289821487446,0.39166668630728885,0.34361124012028044
Ganglere,0.5803193955620398,0.41696174514366396,0.5852620753468469,0.5445987461968521,0.5128495179299594,0.5680623182135247,0.6076687557923333,0.5287285079348832,0.4414642471427421,0.6056069075108667,0.5964596401582483,0.6158245093028734,0.5644461216598577,0.5899076730263556,0.5726076189777789,0.348512090112279,0.6386606804280338,0.5903734703060812,0.592684550951643,0.6190168102884646,0.6385172150267748,0.49075011541011604,0.5431841354332627,0.6168972192726848,0.5401361047277033,0.5804916333527471,0.6345663283633495,0.5952452007892933,0.4000572374703042,0.6116788736523202,0.6297605430562664,0.6594418729405169,0.26912922556010876,0.6119499721866863,0.5559234048661514,0.6088117764817942,0.5541326751998699,1.0,0.44480420723085107,0.594840292147585,0.6456994097013254,0.569391838749017,0.513653107135752,0.6305371793373892,0.6161240883689506,0.4644806814465136,0.5940121732627006,0.44252493734182413,0.5990932363622599,0.5128058876175128,0.5485416785490744,0.4394562044254513,0.5715557367726329,0.5958971509797515,0.6102220982026086,0.638214933984921,0.48893114558393436,0.5781145039856349,0.4831237728391359,0.6208861234240682,0.4373004903985595,0.5917045710381892,0.562891188183555,0.579468351767371,0.6495107673497075,0.38534913425130335,0.4425766573557057,0.5728767656735781,0.5951189775955467,0.5268099836817481,0.24641733505470173,0.5655131221438259,0.56592015549106,0.41623139014882693,0.5809528909403252,0.5913921652951072,0.5339510414923212,0.5184509478702741,0.6245405618319573,0.5832200726758541,0.5825137047565432,0.586973420758965,0.5892573404582819,0.5824157652196225,0.4089837976813629,0.5794441012462437,0.5478461994972024,0.5328537734327404,0.5994685051525634,0.28562391285675287,0.617136927370365,0.5913410594051356,0.6033313553253381,0.37670173323447276,0.6423220660131482,0.33498912255272184,0.24109238573863973,0.5897419743806899,0.5953016173438395,0.28052022281223576
Bileyg,0.45984116883685977,0.24851357531292312,0.45946459247024835,0.3845181217236604,0.3550271324995332,0.4947957701098001,0.6579738701967947,0.6561734630611109,0.4924654447300351,0.45446990950534166,0.5379325679049476,0.4391848551605142,0.4363062318260911,0.49991554581062464,0.3650637468607152,0.252146379369912,0.5556971436060305,0.4709254087185536,0.5718934385839644,0.5265404410188899,0.5959211587387602,0.7574855048995581,0.7366046137303861,0.5711652747959192,0.39415833635513203,0.5168392091652757,0.5695721856745308,0.6541690708602118,0.8962059978951291,0.42589489546512166,0.5566951828431691,0.518887540690863,0.3628452839955375,0.5083454761176412,0.7679331264552447,0.5667331023145702,0.764552430172637,0.4540570394704341,1.0,0.6819271055995345,0.5761234812682895,0.542146834139764,0.6996323881704571,0.5389980806505746,0.5561426630729811,0.3448507668982254,0.6973807467464479,0.8188553702411979,0.537174126779412,0.7804567813785224,0.7415501426544093,0.825992937049338,0.7603848237989815,0.5536544734494138,0.6741007457244089,0.6371888846141557,0.6719784898223037,0.7049657635060871,0.8180864681065481,0.4436935972650467,0.802695899622353,0.6715180497080309,0.5866670781923674,0.7103056209238066,0.6754362947396302,0.6588378539932742,0.7349733596685537,0.6048623336485961,0.6173362144130575,0.3927796419428357,0.3705981669157082,0.5493356410719851,0.5945490285826622,0.8005155921397307,0.5537158029223456,0.5576715365514838,0.5243910278580274,0.6666369518555023,0.5756199407149122,0.7031140877622871,0.6136987609182051,0.43317485295775743,0.6293645540013826,0.6699303613930374,0.7960864168767556,0.5967053936995015,0.5662283753268994,0.8022848611286298,0.6358706358855593,0.29305520263764484,0.5741772539733643,0.48395201129966653,0.6336010298968561,0.6181295514036025,0.6136613569840779,0.29515664018299687,0.47926663913752265,0.6822717090078368,0.27050819511039526,0.26353650487671687
Sidhot,0.5333165430197063,0.32968561876753943,0.4571610566883775,0.4514832946309148,0.4962240503991453,0.42330736035903344,0.585277301683856,0.6486390052059878,0.49264112096142015,0.36130322746103605,0.41082738754812365,0.5368454576948817,0.47818024072668225,0.5661392909719268,0.46332652260815144,0.34925324587023976,0.45238020147760605,0.5255659247872655,0.5152569588056078,0.5798571772405727,0.5296404515113232,0.7506531330662443,0.7872012499357951,0.586328750559388,0.8528666298368969,0.5293569811626664,0.4552361416802617,0.5520740951403118,0.6957599135034347,0.630738026064672,0.49378782114217656,0.5942603824474828,0.5497442276772372,0.5829681319155258,0.8604255572019888,0.592762862510419,0.8308203500118343,0.6008652657125696,0.6989624838788853,1.0,0.586093648987614,0.6240543165201001,0.7532819839739795,0.5966363800900112,0.5537089371989637,0.3886799413553085,0.8583541528617853,0.695621028874216,0.5837565409832225,0.6074474536509612,0.8518467708663723,0.6569994350046877,0.8567560709654625,0.5939581399344374,0.47493560148794634,0.5823126307807376,0.5495185274758044,0.8417640419211437,0.5537960872606783,0.5711123270407361,0.6051517576547437,0.6138059590887113,0.643100281555851,0.7014357238053157,0.6035054886025569,0.5702210386529041,0.5285314148340502,0.6119825592102108,0.6649222121217718,0.5325195048732929,0.2752197773155632,0.6015085700115436,0.6509052754892715,0.5806068346092133,0.6493571117777974,0.6012893009031159,0.6667737144764687,0.7097339690546366,0.582002299374166,0.6122247165320128,0.5300105412489835,0.5787404307589123,0.621744672516606,0.6159562206445593,0.6437151833488324,0.550246891158849,0.6651861314512791,0.7647157872009555,0.5689793582850131,0.35719214784136516,0.5141421335938235,0.5258807548982662,0.6227018286651256,0.44918338015138765,0.6266047418904778,0.375142661855481,0.2266236435138847,0.5897417111773653,0.39700487545126967,0.3466694703256534
Horse,0.5749028916618867,0.42046882146368264,0.6005375521185016,0.4548866782055742,0.5299432334838511,0.5603988364412578,0.5981623991092615,0.63679203610766,0.5085728862569997,0.5743651473210701,0.6105681129798743,0.6220063797139843,0.5498512118683129,0.6259723970005093,0.5870626700370459,0.32755556538623076,0.6427115740351045,0.5890608527786332,0.43727399401142203,0.6357496002758117,0.5379462897787579,0.6011038298679509,0.5657576051441556,0.6451837686863173,0.5579487290975426,0.6167353048419886,0.6299247007234623,0.5788300277680068,0.3819146374511854,0.6471106624081504,0.6082950155904585,0.6687550513756162,0.29397455919852183,0.6403308616360253,0.6035209261931389,0.5800577652853838,0.6020993594167715,0.6451555114258508,0.49232889323504386,0.5849078642671439,1.0,0.5900857378448943,0.5081368372878821,0.6345766576720856,0.5619677044980391,0.48817734174058014,0.5967406794952688,0.45308536190026555,0.58074818611767,0.506489891908135,0.5900974690901145,0.5346294956506492,0.6017292867890304,0.5551099677364724,0.5895024427301049,0.6183926647502377,0.4920647682019619,0.6080164736908353,0.47483572636211346,0.596944649576336,0.4151617598486242,0.3896776761409945,0.5839015600916282,0.5938996631493979,0.6303421565924723,0.373547610108416,0.4428775229222532,0.6174667156085187,0.6243620073058703,0.5332044918695295,0.24381410432355102,0.6053115350557844,0.5766029161172785,0.40476596433957374,0.5997431322556263,0.5776603269286211,0.5536758353401691,0.5182866115942598,0.6299308667506871,0.591132198158756,0.5613297130105375,0.59839585936809,0.5873596726132305,0.5729414632571669,0.47869231558002756,0.5945490440134409,0.5535041497675564,0.5594802951862878,0.6156745996465026,0.3015070703156288,0.6408071291416418,0.5834751665251158,0.6649239933223943,0.4023807601545499,0.6299780722113514,0.3274019533463893,0.23247050209158457,0.5887776000032242,0.6535948667393856,0.28155905022597566
