,Ino,Epimetheus,Palace,People,Admetus,Greeks,Phaethon,Zeus,Men,Pegasus,Goddess,Crete,Wife,Perseus,King,Hand,Love,Greece,Thisbe,God,Beauty,Minos,Queen,Athamas,Medea,Aphrodite,Aegeus,Man,Athene,Persephone,Apollo,Eurystheus,Olympus,Athens,Son,Atalanta,Bellerophon,Theseus,Athenians,Nothing,Sea,Myths,Demeter,Daedalus,Danae,Adonis,Day,Meleager,City,Hermes,Time,Place,Pelias,Head,River,Prometheus,Father,North,Niobe,Sun,Aeetes,Heracles,Cerberus,Tmolus,Cheiron,Hera,Year,Augeas,Mother,Jason,Poseidon,Aethra,Gods,Heroes,Hades,Acrisios,Minotaur,Polydectes,Land,Ocean,Midas,Pillars,Wine,Way,Hyacinthus,Hydra,Earth,Daphne,Africa,Wind,Proitos,Dionysus,Leto,Argo,Tribute,Hero,Greek,Psyche,Spring,Arachne
Goddess,0.0,0.27711112248668945,0.3046426386185911,0.32125346101352636,0.29737370174790445,0.38647456162247973,0.3188653015826763,0.37249808825454805,0.2954405726072686,0.0,1.0,0.726873479950769,0.2936076274195446,0.29618022561036916,0.32433348491386726,0.28704074367911053,0.4654689425564607,0.3343572006100669,0.35151234953457206,0.4512136879613817,0.3612587191318844,0.31225834350369835,0.32865431412634577,0.2601929413408501,0.42267685871742244,0.21329511521739378,0.36962580774891723,0.25662447158418206,0.3552269882610628,0.32246780453769963,0.32315003783341517,0.28718660493295267,0.2937119423128377,0.39698690898974276,0.2915957423184353,0.33026590348587015,0.44466819061207685,0.35395364765003784,0.32264753545040886,0.27562899594003665,0.29960934625869706,0.300812579022022,0.2663213885725636,0.2899250817293768,0.2663012229945198,0.2962379175770217,0.30390619084337617,0.16020655285119298,0.35726594765500186,0.3398893687244971,0.28277831460029323,0.3819466225537946,0.4292163634511317,0.40040006622221536,0.29761878359890015,0.4194931383804428,0.31125701454690413,0.6691307102685351,0.19195411520384098,0.3773999872230846,0.20246857434908003,0.2986162442199744,0.5718074031940468,0.23495843172006461,0.44905048443133677,0.36559364837760233,0.7377955343302154,0.45520531564259664,0.3643300355449119,0.3090465743394321,0.29024673955272473,0.3701784001626532,0.3484164513035881,0.2885345534044879,0.3095590629277378,0.3234929420329126,0.2755690587933508,0.29459512427105483,0.26213093285549277,0.6681191077121529,0.2929988707402636,0.6710669805595945,0.7270546156413837,0.29287067083540935,0.26378372745322043,0.6860109172049775,0.27254857282582917,0.22677295806391276,0.0,0.32445400224873455,0.2679134043374124,0.3908693897714181,0.2886091806860381,0.26973160854348643,0.0,0.6700269571558437,0.2862507165893552,0.2842556901395259,0.3242872880398008,0.21034513001584298
Crete,0.0,0.19559276743031928,0.4239096702638187,0.3960412873176944,0.47156046590001877,0.388059233197128,0.4090115696885737,0.3357738788926637,0.3178390459259086,0.0,0.720986742290025,1.0,0.5124056795335992,0.307153318182135,0.457825861929702,0.3466151873995686,0.30716383110975104,0.43893343537206947,0.0,0.5246080974625551,0.5078641789197218,0.19132687602502194,0.5284815924265561,0.0,0.31707331218757057,0.43373309995184545,0.48011073266532595,0.479168844937623,0.26974785622810354,0.28167851953210904,0.33350686681277497,0.4793997821389359,0.5182270298613406,0.43997185596242844,0.34458533990608536,0.3468614078005862,0.4997881238498145,0.40710986757906364,0.3134538534679717,0.4863587708615694,0.5027554784095987,0.23536179088689188,0.7371519608830887,0.1486298127493014,0.2766388003982378,0.24109606343658016,0.48625287687266305,0.47748976103740653,0.47396617589241585,0.2661524840562847,0.41881238597159054,0.53464044110295,0.429681309710585,0.2234627646477328,0.5308653128414177,0.3739568068466215,0.4496902975052155,0.26153652672804295,0.19746111649804923,0.35150434465579755,0.20190593611429658,0.3516660218395994,0.33118412806174374,0.299810241942261,0.50178878784601,0.5201376751520044,0.49271640989777166,0.24195394859960592,0.41943003299448534,0.26844434985052185,0.237846931291334,0.40365321400376236,0.4011667331036353,0.3963660179593214,0.47756956603330264,0.45795362328402156,0.22826349454369893,0.20556724337880386,0.3721880180016549,0.37745619885492965,0.25416620801664686,0.2476828168688318,0.2947811394233957,0.5163438793838648,0.2448970461823231,0.2656893865796294,0.18685109802422906,0.37075941574185856,0.0,0.645264614210858,0.22545552074914976,0.0,0.21321464854741284,0.36327857507702127,0.0,0.5258837029069825,0.41492332729487647,0.37313658029512514,0.3489762644976805,0.24230929161814072
Wife,0.0,0.20768301975021405,0.45934897106839806,0.43769005535132943,0.5645721424231902,0.35160082577740964,0.4010146930062348,0.413484135031195,0.5739262681231678,0.0,0.36855732419298853,0.3268824907495778,1.0,0.3607936968527587,0.45461384814298755,0.3409696869339012,0.2780944157518742,0.4025922386426361,0.0,0.6195622582948359,0.24947880206448164,0.1576446828298787,0.5579874973640052,0.0,0.3062253172069029,0.1975551098306721,0.5613960469783894,0.47891538252931926,0.2743378644792786,0.2684224613052929,0.34810499612241347,0.49622604462589615,0.602581918231301,0.45593901991993613,0.56247365803223,0.3171335050078085,0.26554247854023066,0.4133316620257008,0.4889669242098405,0.5699188903668319,0.4788652374239513,0.2185575631744673,0.21561436371393508,0.296303821784393,0.23476460030483987,0.22973208209146603,0.2748643007308072,0.6252368882058754,0.6274339923405815,0.24790284728655823,0.4138551304605246,0.5156685097887201,0.45195069156769163,0.3954020745580349,0.47680408545415476,0.3238464826233308,0.48995704690765296,0.28180343208426945,0.14197673183168755,0.20361411968927204,0.16164243823136054,0.292388687637868,0.28976751082067154,0.2374918933102893,0.5377707643977317,0.4540350277747657,0.48666634012342264,0.20383236947971284,0.4548916739712182,0.27744026227654583,0.2162341792133131,0.37505570949071876,0.37415000437793094,0.3215967219992082,0.444996349767553,0.264977841818072,0.25731322127690454,0.2352642740193761,0.35312356002524853,0.31809966130156947,0.2602259079195962,0.21528022153448786,0.25892587613441465,0.5821454457641512,0.2277404381703502,0.22902370128047422,0.15347927954395155,0.34657294321110893,0.0,0.3859183489342721,0.17587307547865463,0.0,0.15060575153988165,0.2665226644011159,0.0,0.5066852284415924,0.37614413426247617,0.34223756840450437,0.48070066108069714,0.2074381352053512
Perseus,0.0,0.1985199816200168,0.4341062818249151,0.5918545828566302,0.29411923546518787,0.6358795806408207,0.23299482545674224,0.20465856948842645,0.4270202244444115,0.0,0.36237441348800364,0.6366922831014629,0.41263335288521685,1.0,0.25969142925202576,0.19988253268248987,0.6248841722555853,0.23581102712933663,0.0,0.4915224846418231,0.6193203397648332,0.3479060244076767,0.4516030479340171,0.0,0.35903167588900153,0.32907056336433055,0.4334433220143361,0.24565396698662925,0.26401536760914757,0.48837094055232916,0.16455175606871122,0.14679663968764411,0.45705731839174807,0.47901906461082033,0.4034540493047593,0.2952255572897589,0.2953264627316098,0.28532701212159667,0.3168518145335627,0.3525726468714348,0.5040407620458977,0.6342570308008911,0.4065091235602316,0.2822338258829889,0.28013597821070335,0.3593522707761987,0.21687094027564272,0.5582392566667117,0.47095756450576315,0.49368463594001843,0.2761177660255511,0.36644604986866797,0.35005739202411335,0.2281343854322967,0.3464266671826787,0.43645426766462503,0.4779812877554256,0.6802061972174204,0.18008139677667964,0.19052569666534308,0.24470870759595825,0.22627568523212244,0.5394653655031619,0.22325231264590545,0.5181179461214257,0.460886030499589,0.27763891686986725,0.6737061128999812,0.25098684660209103,0.23685224761004178,0.3374900305756595,0.35960877371648964,0.4942811291647098,0.27714118866211984,0.36380323049984226,0.2140718085687802,0.22932236176457885,0.19816271445299685,0.5179828623190452,0.3865296737462477,0.2181662577946118,0.38076543129490803,0.24329262674506222,0.4979236119255258,0.22064822578211613,0.6602029066953982,0.14048699752999777,0.12370756032499211,0.0,0.3530955683653332,0.2059616698345368,0.0,0.3209198389232811,0.3324119873749649,0.0,0.4894622248528777,0.5951256231887826,0.245446886324434,0.213104958583916,0.18911031446819823
King,0.0,0.2263723164762208,0.4527310296989674,0.3145056021180159,0.48879009308722915,0.34073777780338615,0.39556767777946183,0.5404880698571194,0.5211329447644397,0.0,0.304759368735021,0.30029722330139785,0.4531126204364645,0.22295570601280493,1.0,0.32546902107542713,0.24560449438389323,0.3404733839895366,0.0,0.4967399940547126,0.39200654341125984,0.16264634390679922,0.45794203485756313,0.0,0.31123608743551706,0.17788758247946065,0.3807372504674911,0.5233721841468718,0.2337866742098016,0.282189427314234,0.4667949949512002,0.4819665330848516,0.39624991824841793,0.37628061962334386,0.34169963329453484,0.283688525135942,0.24572086238153903,0.3727997189331375,0.2676839220123308,0.521038225214464,0.4576890420922401,0.2010033584532924,0.20015879226163022,0.14450118242026683,0.16630265498327235,0.20827619058346536,0.2638369308113739,0.4385222013567527,0.44920939389650016,0.24602491305621912,0.48486836436151076,0.4811044591964042,0.4718497620506437,0.29535862949857794,0.47034365995869276,0.3041972950641336,0.502643159093713,0.25733568783062094,0.14428164048397982,0.2905085544898781,0.16455783339980398,0.4058485589517642,0.26523261237382084,0.20848726263517334,0.2319109779963984,0.4441514160093372,0.3988371971099475,0.19919833773668624,0.46913981250550496,0.267926095639597,0.15761409963986517,0.3776571079771813,0.3801517201052779,0.28173738895185574,0.4122798803417996,0.23654363405701334,0.0,0.19316849400058075,0.5169859389535356,0.28037419420436666,0.15118600603026455,0.18925237647679213,0.2490685722961721,0.44549855568010943,0.14457938434219078,0.19870684051817422,0.14053216620345643,0.29642413508404086,0.0,0.3529169342505768,0.16299041586682123,0.0,0.0,0.24808791569253413,0.0,0.4954954763470589,0.3656419574679498,0.47938578152068023,0.31078212963104435,0.15855492649123004
Hand,0.0,0.23002448395158248,0.38982120413392446,0.32429121715177217,0.3695460332398785,0.3509587065863443,0.4073200269253116,0.5299044909944439,0.5418518547672053,0.0,0.3755624695000301,0.3096591679754884,0.4674663772383346,0.2933547818797045,0.4861870686331401,1.0,0.2792573089752367,0.4033496307787764,0.0,0.5010530482610814,0.2493182763037911,0.16121662892411817,0.48906794435407636,0.0,0.2943846338125184,0.19817487988778773,0.49740838472303556,0.4952559044665859,0.27971974838132685,0.27058782380021973,0.34755410989262614,0.4918909826435846,0.6211268517656487,0.39610322388414887,0.3368745575415349,0.1465384273104938,0.24407236970313256,0.37061099011329296,0.3368012371995069,0.4729757573450004,0.5200345856370381,0.21788104568843597,0.21936225943223006,0.2880769844639452,0.19865931987087163,0.23398061470687617,0.4706663521127398,0.16867918365963747,0.47459100870048515,0.24071854812443844,0.452945196784755,0.5153971648918793,0.3545839245227933,0.20866004510471525,0.4788998982786635,0.32469624509151834,0.4413200161904963,0.2706875595868334,0.2052036369407296,0.30033895124840276,0.15810844414811612,0.3243550963919365,0.28182262749784226,0.2485334458609115,0.455425800722505,0.46755790134790604,0.5556476484578504,0.20605874127973864,0.40222137902835176,0.27028649759276613,0.3239619698023653,0.3926315151938981,0.3778312027765096,0.23203826705040612,0.4554375689773699,0.35567222321287406,0.2190121852835409,0.2085081308993606,0.38113315289557764,0.3037386674092607,0.24066666789853294,0.2039711224539621,0.2450151839364127,0.45772322674151067,0.22858618323120156,0.2173281004541574,0.14323398613543695,0.3432435823631049,0.0,0.3224492415487089,0.15149295052638584,0.0,0.18597279147941637,0.14902759396509102,0.0,0.5387559299790613,0.3631834740720375,0.3419658482496729,0.2988226541080874,0.18359022969593236
Love,0.0,0.22182813523025596,0.4925464306294503,0.7330011124185826,0.4672107719115904,0.38719413151624393,0.38143539415394845,0.4006075368140275,0.2966468710417899,0.0,0.4780594847903716,0.33808574593436125,0.44176969785722003,0.32555258846999086,0.43845014108846514,0.33914148712894004,1.0,0.42126802683608183,0.0,0.530318895998574,0.4835504727429464,0.16671718550183642,0.4978583931425263,0.0,0.3106848422890483,0.37061099565145783,0.5776334622420957,0.3899242658972651,0.2690492217827035,0.31102877444664584,0.28784515877199734,0.41765590657087254,0.34584897988385566,0.45048850912275296,0.4675250459411013,0.3327121665654982,0.425478888004936,0.3171031780691584,0.6978016284691629,0.4692659921838637,0.4728982240526148,0.23361291893001793,0.46745111541897644,0.2912803160180158,0.23967846702156617,0.2548061460893592,0.614043266645376,0.47601820773218256,0.4623056745977065,0.26933811771267235,0.42271992128343494,0.47425810608943914,0.45401074585205764,0.4259516494285734,0.49208032123826645,0.28843138794113615,0.5297659640256103,0.31854073814404565,0.2048020319250615,0.43434576431892247,0.1823970974070507,0.3070933700476024,0.3160446500141764,0.23895318841585464,0.4712209353865669,0.4800133304409343,0.46345345373576,0.22621510613200954,0.5472698436045808,0.28510599691691846,0.2419131441307529,0.3322465263642231,0.41157024761998595,0.5345856725152838,0.4441611018373006,0.24521304834609767,0.21370614424630233,0.20671900003093854,0.3691162103514678,0.3679304572589959,0.16472901668439582,0.23853052879266143,0.28961526529768566,0.4865070124873926,0.19927332749613383,0.2529978281086108,0.17907226295292775,0.37029854773139104,0.0,0.41548313465371,0.18727849944475317,0.0,0.15210298500538888,0.16978419454183338,0.0,0.46594847534987127,0.379138673468456,0.34019100593065227,0.3996586514862231,0.23741574084933623
Greece,0.0,0.329258205434875,0.43729913550336774,0.31482161286405724,0.5568487865706349,0.3739730062890693,0.4238159747001742,0.31131252925389663,0.3047134672048743,0.0,0.39740199938647414,0.3507892884034686,0.4942028710384053,0.3104659757672406,0.4464113297196898,0.3526567143045434,0.28609899992265314,1.0,0.0,0.5645822466632456,0.2669612098885944,0.17697281984090787,0.49959888306112943,0.0,0.31575194314012656,0.1886297606363027,0.4981153411461859,0.4804506951521731,0.2773712991373772,0.2854801124695803,0.33513304207340794,0.5440840878986919,0.5467591174992048,0.3931632439878279,0.33091855028944395,0.3038430886987999,0.40991605710568685,0.4435104967901609,0.3241383558936237,0.4901086140578244,0.5060285591868838,0.23950575113750994,0.4447498809188403,0.2978032276965383,0.32470884804612155,0.2432743512310094,0.2919049906113168,0.5218671231624039,0.5216168574844381,0.24838663869982136,0.41007289405529707,0.49346839017772237,0.4432245744562694,0.2201282845811129,0.5226957338108332,0.3169989250503829,0.45413820234392005,0.30763527103584165,0.33131042702778113,0.35382679354808666,0.17430879720654235,0.34067529598120133,0.31748613332771974,0.24510038092803557,0.5451489673613746,0.49307718267406453,0.5006232930317505,0.2265299609801488,0.44502745208778155,0.2794824464993284,0.21222535276970025,0.39530197653138,0.3644489164937555,0.31219071144460786,0.46618958286433504,0.24569998968280507,0.237049231682374,0.21895721776545457,0.3585990132402887,0.3472389421588862,0.2405089959226726,0.2294003433383733,0.2803046998823287,0.5154821855366655,0.23121034336878232,0.24967153363008787,0.15530532738746505,0.33923233264713964,0.0,0.6729822289965589,0.24390638250161242,0.0,0.18112542421373948,0.2440347121739278,0.0,0.5319863536432077,0.3894074684205466,0.351425700930075,0.36232814192333124,0.18920519439410144
Thisbe,0.0,0.2592840413025432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026043425611914,0.0,0.0,0.0,0.0,1.0,0.0,0.17921459273115292,0.15874921541599482,0.0,0.0,0.0,0.0,0.0,0.0,0.3783824158302142,0.0,0.0,0.0,0.0,0.0,0.0,0.2730716248356377,0.2368147882675312,0.0,0.0,0.0,0.0,0.0,0.22428045154620588,0.16000742808746032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23810796309007176,0.0,0.0,0.0,0.0,0.0,0.23066024457456472,0.2109569938449639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25789359544521556,0.36881297490135584,0.0,0.2648236875110721,0.0,0.0,0.0,0.23095934714791186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21643065643953227,0.2075527819327375,0.0,0.0,0.3927761234281074,0.0,0.4137878418091215,0.22222529039790193,0.0,0.0,0.0,0.0,0.0,0.2625340214963025
God,0.0,0.23455278791652495,0.485435365825136,0.34042457371066115,0.4278116447904248,0.34752855490263124,0.4208382795903523,0.30166106991216557,0.30641931100165704,0.0,0.46378199832810374,0.32924169097824774,0.5747376910514281,0.3300571392057518,0.42248283689099086,0.3401710657052577,0.2742549645422147,0.41479020220317553,0.0,1.0,0.4674048498158141,0.16649564546727033,0.5680976154056753,0.0,0.3181986350693523,0.38877133282388643,0.4424977910358481,0.44594566414965653,0.2593353947688101,0.3053139544623852,0.3863349389262989,0.5125052869714464,0.3555218305212314,0.3816564521135258,0.4416285363493858,0.3125743588792412,0.35208425360896206,0.4083873828941661,0.33841724430647113,0.40214791378089626,0.48572184063596024,0.23557255570781505,0.2558925479449345,0.16896146062466688,0.26841873031094915,0.2619352648879074,0.42557478320659387,0.5913471503795257,0.5966949772254962,0.2523316493885245,0.3977761162318277,0.5292474298662322,0.4281296460794679,0.3156678116879816,0.483002804987685,0.29302172263158516,0.3998611001417723,0.2929605117939172,0.22320813917101884,0.33094685404676794,0.21838384237017236,0.26235531159738346,0.29808981108713023,0.171560501331647,0.4522425909670126,0.4884810727721547,0.4352910440159185,0.21860406985618086,0.4057666349645782,0.26702473092438384,0.2438883847448188,0.37041552576204917,0.4151505194847482,0.3462054407818879,0.4570461152866162,0.34996863869900935,0.0,0.20754566689109452,0.34500531076024216,0.32986762178688406,0.1628061289597022,0.21752298668168976,0.2896758347393217,0.4650976248630277,0.20138712576257142,0.2311768897820622,0.1798427748010674,0.16385579242277443,0.0,0.33982484492699616,0.22443077557480604,0.0,0.0,0.36578964416118726,0.0,0.5101196770134312,0.3746270822877838,0.32919584349910197,0.33334762598033163,0.23364509202131184
Beauty,0.0,0.167819012236872,0.1965530435949369,0.32684411142816433,0.16199652343000823,0.3875475194399432,0.18660864723525974,0.16230141787050603,0.16239122804343964,0.2040757372865348,0.2538798318703257,0.5717698649248961,0.1512741628135384,0.42981927028295824,0.40476252346768143,0.16411743778197402,0.5582736766815452,0.17037973262611555,0.1909258747535305,0.49194494291766927,1.0,0.18424239619988042,0.17953378351794713,0.15300678905434645,0.3032944610696258,0.28172517544645526,0.20204180917910727,0.1425554356285118,0.2086559003187718,0.208136330300479,0.1929185698231721,0.16189194099189175,0.14261165789165675,0.22110930118511854,0.2049448883135021,0.2150120342870594,0.5100098279921,0.21521396940881535,0.17790462861657863,0.14691573644817846,0.16261042907442952,0.16564842178343112,0.19492091734051048,0.15135214165902616,0.1369393884556753,0.16674570492676502,0.2090412996079962,0.1846262220822995,0.6163655785238351,0.178386184170538,0.14649320947860575,0.3973924878915762,0.40605847789074695,0.5550233794053888,0.1609492105425746,0.19414414945513087,0.19279376648579694,0.7641975853702588,0.14132292855444642,0.15297231584365376,0.20004618601574545,0.20858780944755606,0.7792934118169724,0.14947467592926522,0.5617947199598865,0.3823807110934496,0.7769440813477961,0.5635056350459176,0.19070664952475416,0.2665352097622364,0.19729255363430706,0.19992960401188437,0.18799002861846748,0.2112214612976235,0.16644910025696316,0.18727436772267408,0.17524783265443297,0.14375363775751218,0.14534099908724474,0.7345698844995129,0.15369010934028052,0.5488131121130246,0.7600966296204633,0.16069406320109353,0.16586455374585912,0.7626873559608601,0.13027301346559342,0.15756150741044653,0.20485593865015198,0.17245473429135225,0.1888120414851501,0.21177833609975638,0.16633876165917863,0.3171521988114756,0.14746477143150316,0.6815250903863294,0.1654273691346058,0.21372751888312927,0.17140649249391657,0.1406602692086644
Minos,0.0,0.2613464916564802,0.5334769385755219,0.3508918574320364,0.5024466373641757,0.47436157662196105,0.48007681690497434,0.44336460744514217,0.25621803175718577,0.0,0.374999203901926,0.2726500668667463,0.4358611742313454,0.3586756181767474,0.44282194838913685,0.45974713201770584,0.482387829319481,0.32286350313618695,0.21245499930370632,0.5032301804193543,0.24568904574770492,1.0,0.49998353048288835,0.23724619660861915,0.46569569504648745,0.376513701106557,0.5273681016521938,0.44147211647106677,0.44127411661019456,0.5491369194084298,0.5430359990860895,0.3972216562528894,0.4494840897811709,0.44803342841844174,0.29445306354657497,0.49208994943780077,0.4567105418089801,0.2727979668531372,0.3665316914490851,0.42942341511451726,0.4168172091257977,0.46653470727606694,0.38144812987535404,0.1717456665285395,0.20426993864034654,0.2178970504993336,0.5924888881587598,0.5101588455875669,0.4017318519197191,0.6072904934425881,0.3539526461041947,0.4572249298505455,0.5044734050593506,0.36174618169489503,0.3987542515951299,0.25983534509227046,0.5551882016094591,0.2965161638940921,0.3825885897520451,0.44140241566389615,0.21740015306410748,0.25392725737424404,0.48998108102194987,0.2721619416374437,0.4812729144949036,0.47215834824009356,0.4886433615584868,0.4905140759847575,0.36293738328710884,0.3126224650904873,0.3391059004796623,0.4984845871108497,0.4361461591487874,0.23663476567290614,0.49439184844472245,0.49730149977009935,0.23633562044717785,0.4176722214322798,0.47495662192458993,0.40365101272874276,0.5332119576832935,0.4130865611480438,0.4820915198767614,0.4516279757682096,0.22746666723276765,0.45011421565170806,0.16147263832971182,0.38340299777577064,0.0,0.585770923014902,0.46457673091445717,0.358486709880077,0.3496104864124805,0.2765248464999366,0.0,0.462810086585658,0.47964743995382997,0.4523569875125632,0.36945607826228377,0.2243756826955656
Queen,0.0,0.2588081852510246,0.41125434823875934,0.38175861630061875,0.4363563293671302,0.40413265103089535,0.429579848008769,0.38227371886630745,0.3028565258593492,0.0,0.40059770898801894,0.34709237557655376,0.4287621262644146,0.3434473721231698,0.4305333796671022,0.34305509214244695,0.30578763594762326,0.3548649813368031,0.0,0.4967292810510415,0.2784873886091921,0.17893425214029132,1.0,0.0,0.3358105424793035,0.185747219763662,0.47030099127993796,0.3881236319783442,0.2847398780223031,0.30487100527082667,0.2892844494420764,0.3231431577774665,0.4775312633774091,0.40799232955114795,0.47660524600209864,0.3120877554542993,0.3865332685613905,0.3342601722658886,0.33223398599253884,0.4486487280429878,0.4955219004208448,0.24076381120469018,0.3878524138770056,0.29243729628759496,0.26093065007960725,0.26573073492266536,0.4817083324741807,0.5019727050623749,0.48877591544898435,0.27640951842788,0.3950751410371953,0.5062082598707859,0.4756500885726625,0.34587653887526826,0.49719210747395864,0.32457770131218533,0.4402245453746787,0.33436370944265864,0.16596764052535978,0.3380107129905694,0.19287546107249162,0.2924774375751225,0.33733432636502136,0.26510050026465104,0.5028060114696181,0.49629872100162975,0.48485307362566576,0.24136696475306477,0.45031069311586963,0.29518718245964837,0.23735471172993022,0.37399208603715856,0.37812548783216093,0.46364681695232945,0.39096201071497105,0.22466558403194947,0.0,0.21450218352848996,0.362473895805872,0.37990910037849346,0.2288766684746844,0.24834368023948045,0.3042187569079312,0.47477264588940143,0.24323376698719346,0.27050704544503934,0.16919491491031205,0.38109833993600345,0.0,0.41489767200610916,0.19754785425108384,0.0,0.15540216670269957,0.31969729693351984,0.0,0.48258477999152694,0.39454067887149136,0.3569766870751553,0.23797621079960146,0.22373076535900915
Athamas,0.16128680467299233,0.0,0.0,0.0,0.25823499971787095,0.2660638925705738,0.0,0.2542878197494002,0.0,0.0,0.0,0.2599308457091885,0.0,0.2755754204602524,0.0,0.0,0.2633369114204855,0.0,0.0,0.2596027046240677,0.0,0.0,0.19293959901678537,1.0,0.0,0.0,0.0,0.0,0.0,0.22156397691878893,0.0,0.0,0.2507999241411735,0.0,0.2647587567561408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2251479201323938,0.0,0.0,0.0,0.0,0.2693139840858073,0.0,0.2206101252075428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24890742856840714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27859329095730995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27988764749772216,0.0,0.0,0.0,0.0,0.24591870750569403,0.0,0.0,0.1523305493771957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26360505733288025,0.0,0.0
Medea,0.0,0.267139603127232,0.34721643324659707,0.342785372640656,0.32308445617251047,0.33598990868152123,0.3451764712066859,0.39544001026165637,0.30299213462855124,0.0,0.41318795605600234,0.3987269507839244,0.27502108854697027,0.30805820503140025,0.31432113674256523,0.4836552075379154,0.5831652693160334,0.3172018268982874,0.0,0.5270843277393787,0.29315240554360184,0.35388684434981427,0.33007893454953774,0.0,1.0,0.21828204693841613,0.3888302092458004,0.30299659010665303,0.17041706867494508,0.3544075066474071,0.3332353712668324,0.3906574937111223,0.48309710184889804,0.2065547802600593,0.33489140217178753,0.2894605822614089,0.2767228007433231,0.24466591731362067,0.3256575340018041,0.28608519575621,0.5252210817184235,0.3222487988045811,0.23156240712665435,0.15775986990814295,0.19530407106926473,0.26209032977188623,0.2850609719135824,0.3467475905426645,0.5098257153297561,0.34224895154648305,0.2738725653163972,0.3281936077652206,0.3547505830461564,0.22461289530998296,0.294932767465481,0.28265240859929464,0.3243695427724219,0.6310398070427623,0.162368108056506,0.27849560342547547,0.19403573028120416,0.2730108162679579,0.5773202781555644,0.2900176921845376,0.2209062031593559,0.3200164726041258,0.5069532775075485,0.5783177148140316,0.6013411242898924,0.30099978033525954,0.17938510256559806,0.35044788516637204,0.5012588348962183,0.34156165839408464,0.34049355250779,0.2951279892161277,0.2617139561742331,0.16566032868734262,0.49697706817221415,0.6116096828320592,0.18455765843191857,0.3044389284394643,0.6433664729126397,0.5198088835988396,0.16894042069146403,0.6369472280660826,0.14999788890140173,0.25754307929688286,0.0,0.37960564808332237,0.26440995028851016,0.0,0.26037464988431214,0.21586759595792698,0.0,0.29532122501974756,0.30043329690180154,0.3602110272875236,0.41940091506387306,0.18311320735222436
Aphrodite,0.0,0.2558743875177836,0.3079932954326249,0.3459460891234947,0.4512225984561427,0.3669279193606781,0.4963795791998112,0.3828651332341325,0.2696659088507934,0.0,0.338531754441363,0.23921667867769733,0.2597526024374774,0.44003265752647014,0.30439617510190325,0.2788384310543209,0.4820204104409737,0.27891192565351186,0.0,0.519974411314034,0.3170994913660259,0.4587888471999692,0.29507404331898585,0.0,0.35089732799459716,1.0,0.363463725037753,0.2432873246669603,0.32958695663336524,0.33577378083606263,0.3492931505164844,0.38920876725383147,0.2839266130036722,0.37631869867082185,0.3025132873665329,0.34027285531176793,0.4051099630398987,0.3467567562224342,0.31906363055083814,0.25546523388903974,0.4778296661400752,0.2672355682025033,0.2579831625564885,0.2040134050239794,0.3297611526825498,0.2669628391033921,0.29976642308185963,0.32245912429889934,0.2821182687659963,0.41410131926628163,0.3060116421539002,0.39912095282593596,0.31853593561156857,0.3675713091662229,0.2643858963446676,0.2350326533974892,0.3122832716852015,0.6910019583983669,0.1893861755279165,0.3801980941785312,0.19599760267263033,0.3073604679277985,0.5753333953459949,0.2223732620567808,0.2736479328559012,0.37126983218173437,0.6960018575840562,0.4651200080052576,0.36490412883318757,0.34358417807941116,0.3017391896382928,0.3452554551499992,0.4146871407082086,0.30204319166213967,0.4043829227205206,0.5234196378570782,0.0,0.34100745996522336,0.5563744729964193,0.6659465207713486,0.4944619313050473,0.6863554427615093,0.6100609716509965,0.2788010509081261,0.28479697763289236,0.6931128015060587,0.22226468935601248,0.24177147907944785,0.0,0.3067048989675051,0.24063971528694,0.0,0.24799041111300382,0.2769979454970193,0.0,0.24598245248176623,0.2682523759398888,0.3335889035920362,0.3171999910971516,0.19111762596779708
