,Source,Target,Weight
2476,Gunnar,Brother,2.0
2478,Hogne,Brother,2.0
2479,Gunnar,Gold,2.0
2480,Hogne,Fafner,2.0
2481,Hogne,King,2.0
2482,Fafner,King,2.0
2483,Fafner,Atle,2.0
2484,Atle,Son,2.0
2485,Atle,Brynhild,2.0
2486,Atle,Brother,2.0
2487,Brynhild,Atle,2.0
2488,Gudrun,Wife,2.0
2489,Gudrun,Atle,2.0
2490,Atle,Heart,2.0
2491,Hogne,Death,2.0
2492,Hogne,Gunnar,2.0
2495,Hence,Gold,2.0
2498,Jormunrek,Hand,2.0
2501,Jormunrek,Night,2.0
2502,Jormunrek,Sorle,2.0
2503,Jormunrek,Hamder,2.0
2504,Jormunrek,Hands,2.0
2505,Hamder,Head,2.0
2507,Erp,King,2.0
2508,Jormunrek,Death,2.0
2510,Sorle,Gjuke,2.0
2512,Hamder,Gjuke,2.0
2513,Sorle,Jormunrek,2.0
2514,Hamder,Jormunrek,2.0
2517,Denmark,Name,2.0
2518,Denmark,Fridleif,2.0
2521,Skjold,Frode,2.0
2522,Fridleif,Frode,2.0
2524,Fridleif,Father,2.0
2525,Fridleif,Time,2.0
2526,Fridleif,Peace,2.0
2527,Frode,Time,2.0
2528,Frode,Peace,2.0
2529,Frode,Earth,2.0
2535,Denmark,Strength,2.0
2543,Frode,Son,2.0
2551,Frode,Fire,2.0
2554,Yrsa,Mill,2.0
2556,Denmark,Rolf,2.0
2557,Denmark,Krake,2.0
2558,Vog,Man,2.0
2559,Rolf,Man,2.0
2562,Rolf,Wife,2.0
2563,Krake,Wife,2.0
2564,Krake,Rolf,2.0
2565,Upsala,King,2.0
2566,Adils,Mother,2.0
2567,Yrsa,Rolf,2.0
2568,Yrsa,Krake,2.0
2569,Yrsa,Mother,2.0
2570,Yrsa,King,2.0
2572,Norway,King,2.0
2578,Adils,Horse,2.0
2579,Adils,Berserks,2.0
2584,Upsala,Berserks,2.0
2586,Rolf,Men,2.0
2587,Krake,Men,2.0
2589,Rolf,Gold,2.0
2590,Rolf,Ring,2.0
2592,Krake,Gold,2.0
2593,Krake,Ring,2.0
2595,Krake,Swedes,2.0
2596,Adils,Ring,2.0
2597,Swedes,Hogne,2.0
2598,Hence,Hogne,2.0
2599,Hence,Name,2.0
2600,Krake,Hogne,2.0
2601,Krake,Hild,2.0
2602,Krake,Son,2.0
2603,Fyrisvold,Hogne,2.0
2604,Fyrisvold,Hild,2.0
2605,Hogne,Name,2.0
2608,Hogne,Peace,2.0
2609,Hogne,Sword,2.0
2610,Said,Sword,2.0
2631,Romulus,Story,2.0
2632,Romans,Story,2.0
2633,Odin,Æneas,2.0
2634,Odin,Race,2.0
2635,Virgil,Æneas,2.0
2636,Virgil,Race,2.0
2638,Æneas,Race,2.0
2639,Æneas,Virgil,2.0
2640,Virgil,Pompey,2.0
2642,Greeks,Virgil,2.0
2643,Greeks,Mithridates,2.0
2644,Virgil,Romans,2.0
2647,Romans,Mithridates,2.0
2651,Mithridates,Æneas,2.0
2653,Æneas,Odin,2.0
2655,Odin,Europe,2.0
2659,Europe,Sons,2.0
2661,Denmark,Sweden,2.0
2662,Denmark,Norway,2.0
2663,Denmark,People,2.0
2668,Romulus,Son,2.0
2677,Æneas,Romans,2.0
2678,Mimer,Odin,2.0
2680,Volsung,Story,2.0
2681,Saga,Story,2.0
2682,Romans,Race,2.0
2689,Black,Asia,2.0
2690,Europe,Svithjod,2.0
2691,Europe,Great,2.0
2694,Black,Svithjod,2.0
2695,Black,Great,2.0
2696,Sea,Svithjod,2.0
2697,Sea,Great,2.0
2701,Great,Land,2.0
2710,Sea,Country,2.0
2724,Sea,Asia,2.0
2732,Odin,Vanaland,2.0
2735,Njord,Asaland,2.0
2738,Freyja,Asaland,2.0
2739,Freyja,People,2.0
2741,Asaland,Vanaland,2.0
2743,Norse,Footnote,2.0
2744,Mythology,Elder,2.0
2745,Mythology,Edda,2.0
2746,Mythology,Odin,2.0
2747,Edda,Mythology,2.0
2748,Odin,Norse,2.0
2749,Mimer,Norse,2.0
2750,Mimer,Mythology,2.0
2751,Hence,Njord,2.0
2752,Njord,Gerd,2.0
2755,Roman,World,2.0
2757,Gefjun,King,2.0
2761,Odin,Sea,2.0
2767,Turkland,Asia,2.0
2768,Turkland,Footnote,2.0
2769,Turkland,Norse,2.0
2774,Asia,Turkland,2.0
2775,Asia,Norse,2.0
2778,Asia,Mithridates,2.0
2779,Asia,Pompey,2.0
2780,Mithridates,Pompey,2.0
2783,Europe,Roman,2.0
2786,Great,Romans,2.0
2790,Odin,Denmark,2.0
2791,Sweden,Country,2.0
2792,Sweden,Son,2.0
2796,Sweden,Denmark,2.0
2797,Denmark,Footnote,2.0
2798,Gylfe,Peace,2.0
2803,Asaland,Gods,2.0
2807,Noatun,Himinbjorg,2.0
2808,Noatun,Thrudvang,2.0
2810,Heimdal,Thor,2.0
2814,Grimner,Gods,2.0
2817,People,Odin,2.0
2818,Frey,Norse,2.0
2823,Svithjod,Country,2.0
2824,Odin,Svithjod,2.0
2833,Odin,Swedes,2.0
2836,Swedes,Njord,2.0
2837,Swedes,People,2.0
2838,Njord,Swedes,2.0
2841,Frey,Gods,2.0
2842,Gerd,Son,2.0
2843,Gerd,Name,2.0
2844,Gerd,Yngve,2.0
2845,Fjolner,Yngve,2.0
2846,Frey,Yngve,2.0
2847,Yngve,Race,2.0
2850,Freyja,Daughters,2.0
2853,North,Norway,2.0
2854,Sweden,Fornjot,2.0
2858,Fornjot,Sons,2.0
2859,Fornjot,Hler,2.0
2864,Hler,Kare,2.0
2868,Ymer,Sea,2.0
2873,Hler,Sea,2.0
2879,Loke,Kare,2.0
2887,Froste,Name,2.0
2898,Edda,Fornjot,2.0
2899,Fornjot,Son,2.0
2904,Son,Gylfe,2.0
