Id;Semantic
Dun;7.176375285843725
Host;6.491039426523297
Eric;3.977297895902547
Aidan;11.103486118703358
Island;12.125313283208019
Stars;6.745879870935717
Teigue;14.752641453429106
Fauda;11.088187523071245
Halter;4.0594173153132225
Brian;24.227619942521546
Deathless;5.310769230769231
Salmon;6.287326388888889
Slieve;4.060354662698413
Swift;5.455219216059426
Music;6.6425549771039165
Name;10.23348062365442
Gladness;3.832450980392157
'and;1.8275862068965516
Time;7.510280929883218
Way;3.226122448979592
Spear;36.05074905185591
Sun;6.392810736734885
Singing;4.257589971004605
Flame;10.361697572782036
Grass;2.8643320964749535
Tuatha;38.430243900115514
Doors;3.532695374800638
Raid;3.9788837305986693
Pooka;16.97752179545256
Are;3.54
Lomna;18.56417365798473
Waves;7.693564711290003
Ah-ro-he;26.958710841662786
Diancecht;3.1852564102564105
Gold;5.5640682846565195
Peace;5.734009609894705
Angus;52.91672467464558
Word;3.998885918003565
Nay;2.869881716270945
High;25.777132410073587
Hands;12.750565338910057
Inisfail;6.255094441446303
Things;3.382229230777082
Earth-shaker;2.4706293706293705
Amergin;13.658939244557473
Golden;15.460810359231413
Dagda;47.021454278959375
Derga;11.796789635268453
Light;25.274758723172393
Blood;4.254609361227009
Uaran;2.3526315789473684
Plenty;23.51182405152035
Price;2.996122448979592
Eterscel;12.343786612531776
Branches;2.2726190476190475
Faery;18.517351064735497
Words;3.0220779220779224
Fuamach;7.067395747712204
Mac;33.14822588402309
Ireland;107.92878497127396
Hair;3.4044919786096255
Turann;54.172138264520115
Lugh.;9.640731874145008
Healing;1.7541771094402674
Heart;7.093718399462263
Eric-fine;3.9478456427293636
House;16.111272903176996
Cleena;2.5247001262626263
Richmond;2.7
Land;40.80550684198164
Smith;9.191823785682189
Harp;8.870745699427479
Dana;3.417211328976035
Bright;3.935172006541094
Mother;4.61572414513591
Country;7.139756848522306
Shannon;3.2037108815891715
Moy;7.111111111111111
Sword;37.03594601251952
Horses;8.032334824898637
Heroes;3.279020979020979
Shadow;7.807637129098895
Vulture;3.6787878787878787
Derg-loch;1.8275862068965516
Alas;6.987119254561115
Fly;13.464734213155266
Everything;3.110558712121212
Figol;3.2221055761099366
Place;5.024938666217551
One;18.503337184413912
Easy;2.762978723404255
Library;3.2304195804195803
Swine;2.340336134453781
Boyne;2.6137529137529136
Hand;5.7333012227218525
Sky;2.9811059907834103
Nuada.;11.767861514250743
Wave;25.709866782140807
Gar;3.8033273915626857
Heaven;10.058552036440823
Egg;3.5301902398676597
Form;3.052380952380952
Eastern;3.9193870752831446
Urcar;6.641147347471753
Kemoc;4.291005291005291
Cauldron;16.082372075554787
Thoth;2.930989583333333
Strength;14.352235225164597
Splendour;4.7554466230936825
Twelve;2.134069683908046
Luimnigh;1.8275862068965516
Plain;7.555555555555555
Balor;73.09583164069397
Pot;3.9036069882498454
Cualu;5.129089353094488
Cian;37.43946226002877
Stone;20.625347130542607
Midyir;34.39673327306063
White;10.028708133971293
Sea;21.25364530204125
Trees;6.879794399149238
Conn.;5.101190476190476
Pit;2.3715596330275233
Mountains;3.6711398924880037
Chiefs;4.688703041144901
Death;2.9834343434343435
Wonder-tales;16.329211377032113
Mountain;5.613486513486514
Child;4.957391624827552
Life;2.4923577235772356
Reagh;1.8275862068965516
Years;2.7853535353535355
Conary;101.44354883915268
Moyle;6.1873015873015875
Cloak;6.6306586270871986
Sshh;3.296798631476051
Silver;11.037615636176968
Lauve;12.932373936179715
Beauty;7.2722006685525304
Murloch;1.8275862068965516
World;35.17709519647224
Kings;4.528520499108734
Cow;29.40760201493699
Evil;17.18928030215981
Well;12.294591043915041
Enya;3.190919158361019
Abyss;5.898668793549679
God;6.714285714285714
Fomorians;30.339107562381066
Apples;7.154353036311026
Shortening;7.070273654916512
Tamer;3.4510489510489513
Feet;2.708245243128964
Le-fri-flaith;3.184537684537685
Gift;2.565548826703856
University;3.325
Gara;1.735632183908046
Woe;11.625171091852003
Year;5.12613432469762
Woman;6.094292979166251
Fleece;5.470588235294118
Boughs;3.385341233267501
Fortune;3.4686738331696314
Eochy;18.84669944622586
Gobniu;15.602030203548912
Midkena;7.878061082648238
Mananaun;37.89501716279741
Dessa;3.752271640363462
Magic;4.088261863010787
Apple;5.36221198156682
Road;14.192376974317911
Carpre;2.763213530655391
Round;4.598470119755219
Destiny;17.0597775543928
Tears;3.0233785822021115
Riders;3.0127090334738362
Heavens;3.539423076923077
Seat;2.8666666666666663
Sorrow;6.111538408392034
Eyes;7.950430963082907
Lugh;130.72935540759477
Battle;16.662065568997427
Conn;9.00962543554007
Knowledge;6.206349206349206
Wind;9.137273815626077
Drink;2.515773115773116
Gifts;3.0556107361206046
Blows;3.6415770609319
Gods;7.049490130123041
Son;78.21877995829634
Lords;5.670064636304556
Great;35.43603466030484
Gobhaun;71.94908448443532
Who;19.28199483006025
Milesians;19.53273551564988
Mantle;9.043846973096219
East;4.224494949494949
West;3.609848484848485
North;5.7294303797468356
Rury;3.3350299873737375
California;3.325
Brigit;38.26437671266942
Fiacra;11.886192810457516
Cecht;19.975277508868842
Nuada;23.252228782113228
Night;14.80862318701174
Power;3.3004197390811116
South;4.875
Cian.;11.396979006656426
Fire;28.536670257434256
Worlds;4.985454545454545
Saor;40.575419157297624
Regain;7.689483200813022
Rode;2.6060606060606064
Aibric;5.895437895437896
Kinsfolk;3.9651127067481156
Mor;21.27794278112595
Loch;1.8275862068965516
Rogain;11.354761918956292
Lakes;2.5315569867682437
Dark;5.981001663557754
Destruction;7.407111453419338
Hill;8.207828489534926
